source,target
free trial version,versi uji coba gratis
frequently asked questions,pertanyaan yang sering diajukan
front-end engineering design,desain teknik ujung depan
full system commercial,komersial sistem penuh
functionality matrix,matriks fungsionalitas
fund management,pengelolaan dana
fund request,permintaan dana
Fundamentals of Architectural Science Supplement Curriculum,Kurikulum Pelengkap Dasar-Dasar Ilmu Arsitektur
Fusion 360,Fusion 360
Fusion Electronics,Fusion Electronics
Fusion Lifecycle,Fusion Lifecycle
Fusion Modeling Data,Data Pemodelan Fusi
gallery,galeri
GD&T symbol,Simbol GD&T
generative design,desain generatif
genuine AutoCAD,AutoCAD asli
geographical information system,sistem informasi geografis
geometric dimensioning and tolerancing symbol,dimensi geometris dan simbol toleransi
geospatial,geospasial
geotechnical,geoteknik
GEP,GEP
GF,GF
GFP,GFP
GIS,GIS
GIS integration,Integrasi GIS
global field promotion,promosi lapangan global
global product launch,peluncuran produk global
Global Travel Rights,Hak Perjalanan Global
Golden Funnel,Golden Funnel
Google Play,Google Play
Government Affairs Policy,Kebijakan Urusan Pemerintahan
government customer,pelanggan pemerintah
government entity,entitas pemerintah
government official,pejabat pemerintah
governmental agency,lembaga pemerintah
GPU,GPU
gradient hatch,arsir gradien
graphics adapter,adaptor grafis
graphics card driver,driver kartu grafis
graphics hardware,perangkat keras grafis
graphics processing unit,unit pemrosesan grafis
graphics processor,prosesor grafis
gray-boxing,gray-boxing
greater access,akses yang lebih besar
Green Literacy and Architectural Design Curriculum,Kurikulum Literasi Bangunan Hijau dan Desain Arsitektur
guardian consent,persetujuan wali
guidance,bimbingan
"Guide to Sustainable Design for Architecture, Engineering, and Construction","Panduan Desain Berkelanjutan untuk Arsitektur, Teknik, dan Konstruksi"
hard bundle,bundel keras
hardware acceleration,akselerasi perangkat keras
hardware-agnostic shader,shader perangkat keras-agnostik
hashtag,tagar
HDMI cable,Kabel HDMI
HDRI,HDRI
head loss,kehilangan tekanan
header,header
headshot,potret wajah
Heads-up Design,Desain heads-up
health care system,sistem perawatan kesehatan
health check,pemeriksaan kesehatan
Health Dashboard,Dasbor Kesehatan
"heating, ventilation and air conditioning","pemanas, ventilasi, dan pendingin udara"
Helius Composite,Helius Composite
Helius PFA,Helius PFA
hero image,hero image
hero product,produk hero
high dynamic range imaging,pencitraan rentang dinamis tinggi
high speed machining,pemesinan kecepatan tinggi
High Visual Quality,Kualitas Visual Tinggi
high-level shader language,bahasa shader tingkat tinggi
high-pressure loss area,area kehilangan tekanan tinggi
Hitbox,Hitbox
HLSL,HLSL
hobbing machine,mesin hobbing
holidays,liburan
hollow profile,profil berongga
home page,halaman beranda
Home Premium,Home Premium
Home Use,Penggunaan di rumah
Home Use Eligible Product List,Daftar Produk yang Memenuhi Syarat Penggunaan di Rumah
Home Use license,Lisensi Penggunaan di Rumah
Home Use Rights,Hak Penggunaan di Rumah
Home Use software,Perangkat lunak Penggunaan di Rumah
homepage,halaman beranda
honing machine,Mesin honing
horizontal ribbon,pita horizontal
Hot Fix,Perbaikan Terbaru
Hotfix,Perbaikan terbaru
hotkey,hotkey
HSM,HSM
HSMWorks,HSMWorks
hub,hub
hybrid environment,lingkungan hibrida
hybrid graphics,grafis hibrida
Hypershade,Hypershade
hyperthreading,hyperthreading
IANA,IANA
IAQ,IAQ
IC,IC
idle period,periode diam
i-drop,i-drop
i-drop target,target i-drop
IFC,IFC
Image courtesy of,Gambar milik dari
imagery,citra
imaging software,perangkat lunak pencitraan
imperial unit,satuan imperial
incremental product enhancement,peningkatan produk tambahan
independent contractor,kontraktor independen
independent software vendor,vendor perangkat lunak independen
independent training provider,penyedia pelatihan independen
indie game maker,pembuat game indie
indirect partner,mitra tidak langsung
indirect value added reseller,pengecer nilai tambah tidak langsung
individual product,produk individu
indoor air quality,kualitas udara dalam ruangan
industrial design,desain industri
Industrial Design and Visualization Specialization,Peminatan Desain Industri dan Visualisasi
industrial designer,desainer industri
industrial machinery,mesin industri
industries,industri
Industry Foundation Classes,Kelas Dasar Industri
industry news,berita industri
industry trends,tren industri
InfoCenter,Pusat Informasi
InfoSWMM,InfoSWMM
infrastructure planning,perencanaan infrastruktur
Infrastructure Solutions Division,Divisi Solusi Infrastruktur
InfraWorks 360,InfraWorks 360
InfraWorks 360 LT,InfraWorks 360 LT
ingress/egress point,titik masuk/keluar
In-Place Block Editor,Editor Blok Di Tempat
in-product subscription access,akses berlangganan dalam produk
inquiry,pertanyaan
insider trading,perdagangan internal
install guide,panduan instalasi
Install Now Help,Bantuan Instal Sekarang
Install Now method,Metode Instal Sekarang
installation and licensing help,bantuan instalasi dan pelisensian
installation directory,direktori instalasi
installation guide,panduan instalasi
installation help,bantuan instalasi
installation troubleshooting,pemecahan masalah instalasi
installation wizard,panduan instalasi
Instructables,Dapat diinstruksikan
instructor guide,panduan instruktur
intangible asset,aset tak berwujud
integrated project delivery,pelaksanaan proyek terintegrasi
integrity,integritas
intellectual property,kekayaan intelektual
interactive overview,gambaran umum interaktif
interactive PDF,PDF interaktif
inter-disciplinary check,pemeriksaan antar-disiplin ilmu
International Organization for Standardization,Organisasi Internasional untuk Standardisasi
Internet,Internet
Internet Assigned Numbers Authority,Internet Assigned Numbers Authority
Internet time server,Server waktu internet
interoperability,interoperabilitas
Fusion,Fusi
Inventor,Inventor
Inventor CAM,Inventor CAM
Inventor Education Curriculum,Kurikulum Pendidikan Inventor
Inventor LT,Inventor LT
Inventor LT Suite,Inventor LT Suite
Inventor Professional,Inventor Professional
investor relations,hubungan investor
IPD,IPD
iPDF,iPDF
isometric drawing,gambar isometrik
isometric symbol,simbol isometrik
ISV,ISV
item numbering,penomoran barang
IVAR,IVAR
JIT,JIT
journal file,file jurnal
Just-In-Time,Tepat Waktu
Keep Me Signed In,Biarkan Saya Tetap Masuk
key benefits,manfaat utama
key features,fitur utama
key message,pesan utama
key selling point,nilai jual utama
kicker text,teks kicker
knowledge base,basis pengetahuan
Knowledge Network,Jaringan Pengetahuan
KPI,KPI
label,label
land recycling,daur ulang lahan
landing page,halaman arahan
language downloads,unduhan bahasa
language exchange,pertukaran bahasa
language pack deployment,penyebaran paket bahasa
late processing fee,biaya keterlambatan pemrosesan
late renewal,perpanjangan terlambat
latest versions/releases,versi/rilis terbaru
launch event,acara peluncuran
law enforcement,penegakan hukum
layout viewport,tata letak viewport
LCA,LCA
lean construction,konstruksi ramping
learning materials,materi pembelajaran
LEED,LEED
legal entity,badan hukum
legal notice,pemberitahuan hukum
legal notices & trademarks,pemberitahuan hukum & merek dagang
level of detail,tingkat detail
liability,tanggung jawab
license agreement,perjanjian lisensi
license and services agreement,perjanjian lisensi dan layanan
license behaviors,perilaku lisensi
license borrowing,peminjaman lisensi
license compliance,kepatuhan lisensi
license consumption,pemakaian lisensi
License File Parser,Pengurai File Lisensi
license file reference,referensi file lisensi
License Finder,Pencari Lisensi
license holder,pemegang lisensi
license inactivity timeout,batas waktu ketidakaktifan lisensi
license key,kunci lisensi
license management,manajemen lisensi
license management tool,alat manajemen lisensi
license manager,manajer lisensi
License Parser,Pengurai Lisensi
License Report Request,Permintaan Laporan Lisensi
license server model,model server lisensi
license supplier,pemasok lisensi
license timeout,batas waktu lisensi
license time-out,batas-waktu lisensis
License Transfer utility,Utilitas Transfer Lisensi
license usage,penggunaan lisensi
licensing error,kesalahan perizinan
life cycle,siklus hidup
lifecycle,siklus hidup
lifetime,seumur hidup
limited time offer,penawaran terbatas waktu
line number,nomor baris
line smoothing,penghalusan garis
linearity,linearitas
linetype,jenis garis
lineweight,berat jenis
Linux license server,Server lisensi Linux
Live Map,Peta Langsung
local business hours,jam kerja lokal
local coordinates,koordinat lokal
login credentials,kredensial masuk
logo,logo
logotype,jenis logo
low resolution,resolusi rendah
LSA,LSA
LTU,LTU
M&E,M&E
M&E Collection,Pengumpulan M&E
Mac App Store,App Store Mac
Magic Trackpad,Bantalan Sentuh Ajaib
mail-in rebate,potongan harga melalui pos
maintenance plan,rencana pemeliharaan
maintenance plan contract,kontrak rencana pemeliharaan
maintenance plan customer,pelanggan rencana pemeliharaan
Maintenance to Subscription Eligibility List,Pemeliharaan Daftar Kelayakan Berlangganan
major account,akun utama
major account discount,diskon akun utama
maker,pembuat
makers & indie designers,pembuat & desainer indie
malicious code,kode berbahaya
manual renewal,perpanjangan manual
manufacturer retail price,harga eceran pabrik
manufacturer suggested retail price,harga eceran yang disarankan produsen
Manufacturing Solutions Division,Divisi Solusi Manufaktur
manufacturing supply chain,rantai pasokan manufaktur
Map Explorer,Penjelajah Peta
market development fund,dana pengembangan pasar
marketing,pemasaran
marketing campaign,kampanye pemasaran
Marketing Development Fund,Dana Pengembangan Pemasaran
Marketing Director,Direktur Pemasaran
marketing qualified lead,memasarkan prospek yang memenuhi syarat
masking region,wilayah masking
mass customization,kustomisasi massal
Master Boot Record,Master Boot Record
master computer,komputer utama
master image file,file gambar master
master services agreement,perjanjian layanan utama
MatchMover,MatchMover
Material Library,Pustaka Materi
Maya,Maya
Maya LT,Maya LT
MBR,MBR
McAfee ePolicy Orchestrator,McAfee ePolicy Orchestrator
MDF,MDF
measurement scale,skala pengukuran
measuring tool,alat ukur
mechanical engineering,teknik mesin
Media & Entertainment,Media & Hiburan
Media & Entertainment Collection,Koleksi Media & Hiburan
Media & Entertainment Training Videos,Video Pelatihan Media & Hiburan
Media Access Control,Kontrol Akses Media
Media Browser,Browser Media
media relations,hubungan media
media storage disk,disk penyimpanan media
Membership Training Provider program,Program Penyedia Pelatihan Keanggotaan
memory usage,penggunaan memori
mentor,mentor
mesh convergence study,studi konvergensi jaring
mesh density,kepadatan jaring
mesh refinement,penyempurnaan jaring
Meshmixer,Meshmixer
metering usage,penggunaan pengukuran
MFG,MFG
Microsoft Knowledge Base,Basis Pengetahuan Microsoft
middle mouse button,tombol tengah mouse
Migration Assistant,Asisten Migrasi
migration tool,alat migrasi
migration utility,utilitas migrasi
MIR,MIR
MJA price lists,Daftar harga MJA
mobile site,situs seluler
modal analysis,analisis modal
modal superposition,superposisi modal
model browser,browser model
model documentation,dokumentasi model
model identifier,pengenal model
Model Performance Technical Note,Catatan Teknis Kinerja Model
Model Review,Tinjauan Model
modular design,desain modular
monitor,monitor
monochrome,monokrom
motherboard,motherboard
Mountain Lion,Mountain Lion
mouse cursor,kursor mouse
mouse driver,driver mouse
mouse wheel,roda mouse
Move to Subscription offer,Pindah ke penawaran Berlangganan
MQL,MQL
MSA,MSA
MSRP,MSRP
MUD,MUD
Mudbox,Mudbox
MUI,MUI
multi-core processor,prosesor multi-inti
multidiscipline coordination,koordinasi multidisiplin
Multi-Flex,Multi-Fleksibel
multi-seat license,lisensi multi-kursi
multi-seat stand-alone license,lisensi multi-seat yang berdiri sendiri
multithreading,multithreading
multi-touch gestures,gerakan multi-sentuh
multi-user,multi-pengguna
multi-user access,akses multi-pengguna
multi-user license,lisensi multi-pengguna
multi-view block,blok multi-tampilan
multi-year,multi-tahun
multi-year subscription contract,kontrak langganan multi-tahun
My First Plug-In,Plug-In Pertama Saya
My Insights,Wawasan Saya
My Products,Produk Saya
My Profile,Profil Saya
named account,akun bernama
named caller,penelepon bernama
named plot style table,tabel gaya plot bernama
named user,pengguna bernama
NAS,NAS
Nastran,Nastran
Nastran In-CAD,Nastran In-CAD
natural convection,konveksi alami
natural frequency,frekuensi alami
navigation toolbar,bilah alat navigasi
Navisworks,Navisworks
Navisworks Exporters,Eksportir Navisworks
Navisworks Freedom,Navisworks Freedom
Navisworks Manage,Navisworks Manage
Navisworks Simulate,Navisworks Simulate
NC programming,Pemrograman NC
NDA,NDA
near-photorealistic rendering,rendering mendekati fotorealistik
Net Promoter Score,Skor Promotor Bersih
Netfabb,Netfabb
network adapter,adaptor jaringan
Network Attached Storage,Penyimpanan Jaringan Terlampir
network bandwidth,bandwidth jaringan
network card,kartu jaringan
network deployment,penyebaran jaringan
network deployment image,gambar penyebaran jaringan
network fault tolerance,toleransi kesalahan jaringan
network identity,identitas jaringan
network interface card,kartu antarmuka jaringan
network license,lisensi jaringan
Network License Manager,Manajer Lisensi Jaringan
network license server,server lisensi jaringan
network licensing,lisensi jaringan
New Education Business Model,Model Bisnis Pendidikan Baru
New Product Introduction,Pengenalan Produk Baru
NFR,NFR
NIC,NIC
NLM,NLM
non-current customer,pelanggan tidak aktif
non-current license,lisensi tidak aktif
non-current user,pengguna yang tidak aktif saat ini
non-disclosure agreement,perjanjian kerahasiaan
Not for Resale,Tidak untuk Dijual Kembali
Notepad,Notepad
notice,pemberitahuan
NPI,NPI
NPS,NPS
OBJ,OBJ
object enabler,pengaktif objek
object rollover tooltip,keterangan alat rollover objek
object snap,jepret objek
Objection Handling Guide,Panduan Penanganan Keberatan
oil & gas industry,industri minyak & gas
onboarding,pengenalan
One Team 360,One Team 360
One Team Conference,Konferensi One Team
one-time upgrade process,proses peningkatan satu kali
one-to-one support,dukungan satu-ke-satu
online license transfer,transfer lisensi online
onsite contractor,kontraktor di lokasi
OpenEXR,OpenEXR
opportunity management,manajemen peluang
order confirmation email message,pesan email konfirmasi pesanan
order fulfillment email,email pemenuhan pesanan
order lookup,pencarian pesanan
organic form,bentuk organik
orientation,orientasi
orthographic drawing,gambar ortografi
OTC,OTC
outage management system,sistem manajemen pemadaman
outlet,outlet
out-of-process,keluar dari proses
overview brochure,brosur ikhtisar
overview video,video ikhtisar
package code,kode paket
packaging design,desain kemasan
paid search,pencarian berbayar
pane,panel
panel arrow,panah panel
parametric,parametrik
Partner Advantage Program Guide,Panduan Program Keuntungan Mitra
Partner Center,Pusat Mitra
Partner Center Helpdesk,Saluran Bantuan Pusat Mitra
partner event,acara mitra
Partner Locator,Pencari Mitra
partner products and services,produk dan layanan mitra
passive solar construction,konstruksi surya pasif
Path to Volume,Path ke Volume
payback,pengembalian
PDM,PDM
penalty,penalti
performance recommendations,rekomendasi kinerja
Performance Tuner,Penyetel Kinerja
perpetual license,lisensi perpetual
perpetual licensing,pemberian lisensi perpetual
perpetual licensing changes,perubahan pemberian lisensi perpetual
persistent product description,deskripsi produk yang persisten
personal access URL,URL akses pribadi
personal data,data pribadi
phone support,dukungan telepon
photo collection,koleksi foto
physical media,media fisik
physical shipment,pengiriman fisik
pipeline,alur tahap
piping,piping
Piracy Prevention,Pencegahan Pembajakan
planning professional,perencanaan profesional
Platform Technology Division,Divisi Teknologi Platform
PLM,PLM
PLM TV,TV PLM
plot style,gaya plot
plug-in,plug-in
podcast,siniar
point cloud,cloud titik
pointing device,perangkat penunjuk
policies & forms,kebijakan & formulir
policy,kebijakan
political contribution,kontribusi politik
pop-up blocker,pemblokir pop-up
pop-up booth,stan pop-up
Portable License Utility,Utilitas Lisensi Portabel
post-molding,pasca-pencetakan
PowerInspect,PowerInspect
PowerMill,PowerMill
PowerShape,PowerShape
Pre-Architecture Curriculum,Kurikulum Pra-Arsitektur
precast component,komponen pracetak
preconstruction,prakonstruksi
Preferred Plus Plan,Paket Plus Pilihan
preliminary analysis,analisis awal
Pre-Release Products Agreement,Perjanjian Produk Pra-Rilis
pre-release trial,uji coba pra-rilis
prerequisite,prasyarat
pre-requisite,prasyarat
president and CEO,Presiden dan CEO
press release,siaran pers
Previous Version Eligibility List,Daftar Kelayakan Versi Sebelumnya
Previous Version Eligible Product List,Daftar Kelayakan Produk Versi Sebelumnya
Previous Version Rights,Hak Versi Sebelumnya
Previous Versions,Versi Sebelumnya
primary license,lisensi utama
Privacy Statement,Pernyataan Privasi
process management,manajemen proses
process manufacturing,proses manufaktur
procurement,pengadaan
Product Activation FAQ,Pertanyaan Umum Aktivasi Produk
Product Activation Wizard,Panduan Aktivasi Produk
product brochure,brosur produk
product center,pusat produk
Product Data Management,Manajemen Data Produk
product description,deskripsi produk
Product Design & Manufacturing Collection,Koleksi Desain & Manufaktur Produk
Product Design Collection,Koleksi Desain Produk
product details,detail produk
product development,pengembangan produk
product enhancement,peningkatan produk
product extension,ekstensi produk
product family,keluarga produk
product information,informasi produk
product key,kunci produk
product lifecycle management,manajemen siklus hidup produk
product line,lini produk
product overview,ikhtisar produk
product resources,sumber daya produk
product suite,rangkaian produk
product summary,ringkasan produk
product support,dukungan produk
product support specialist,spesialis dukungan produk
product tray,baki produk
product trial,uji coba produk
product upgrade,peningkatan produk
productivity study,studi produktivitas
professional instructor,instruktur profesional
Professional Plan,Paket Profesional
professional services,layanan profesional
Profile Manager,Manajer Profil
Project Contributor,Kontributor Proyek
Project Moderator,Moderator Proyek
Project Navigator,Navigator Proyek
promo box,kotak promo
promobox,kotak promosi
promotions,promosi
promotions & campaigns,promosi & kampanye
promotions & special offers,promosi & penawaran khusus
proof points,poin bukti
provider,penyedia
provision,ketentuan
proxy server,server proksi
PSP,PSP
PTV,PTV
Publisher 360,Publisher 360
publisher corner,sudut penerbit
pull-up banner,spanduk tarik
purchase options,opsi pembelian
Q&A,T&J
QAT,QAT
quantification,kuantifikasi
questions and answers,pertanyaan dan jawaban
Quick Access Toolbar,Bilah Alat Akses Cepat
Quick Uninstall Tool,Alat Penghapus Instalasi Cepat
Quick View,Tampilan Cepat
radial deflection,defleksi radial
radio button,tombol radio
RAM,RAM
random access memory,memori akses acak
raster image,gambar raster
raster to vector conversion,konversi raster ke vektor
RasterDWG,RasterDWG
raster-to-vector conversion,konversi raster ke vektor
RCO,RCO
reactivation,reaktivasi
real estate,real estat
rebate,rabat
ReCap,ReCap
ReCap 360,ReCap 360
ReCap 360 Ultimate,ReCap 360 Ultimate
recommended retail price,harga eceran yang direkomendasikan
recurring billing,penagihan berulang
redundant license server,server lisensi yang berlebihan
redundant license server model,model server lisensi yang berlebihan
refund policy,kebijakan pengembalian dana
regapp,regapp
registered trademark,merek dagang terdaftar
Registry Editor,Editor Registri
registry key,kunci registri
re-imaged computer,komputer yang dicitrakan ulang
related information,informasi terkait
related links,tautan terkait
related products,produk terkait
release comparison matrix,matriks perbandingan rilis
release date,tanggal rilis
release management,manajemen rilis
release notes,catatan rilis
reload,muat ulang
remote desktop assistance,bantuan desktop jarak jauh
render farm,render farm
renderer,perender
rendering,rendering
Rendering in A360,Rendering dalam A360
renewable energy,energi terbarukan
renewal,perpanjangan
renewal notice,pemberitahuan perpanjangan
renewal rate,tarif perpanjangan
renewal report,laporan perpanjangan
renovation,renovasi
rental,penyewaan
rental plan,rencana sewa
request for change order,permintaan untuk mengubah pesanan
reseller,pengecer
reseller of record,pengecer catatan
reseller view permission,izin lihat pengecer
resolution,resolusi
Resource Center,Pusat Sumber Daya
resource loading,pemuatan sumber daya
response,respons
response time,waktu respons
restricted user,pengguna terbatas
retail version,versi eceran
return on investment,laba atas investasi
return policy,kebijakan pengembalian
revenue accounting,akuntansi pendapatan
Revit,Revit
Revit Cloud Worksharing,Revit Cloud Worksharing
Revit Collaboration Suite,Revit Collaboration Suite
Revit LT,Revit LT
RFID,RFID
RGB,RGB
ribbon,pita
ribbon contextual tab,tab kontekstual pita
Rilsan Invent Natural,Rilsan Invent Natural
Roadway Design for InfraWorks 360,Roadway Design untuk InfraWorks 360
Robotics Curriculum,Kurikulum Robotika
ROI,ROI
root directory,direktori akar
root user,pengguna akar
routine,rutinitas
safe mode,mode aman
Sales & Marketing Tools Finder,Pencari Alat Penjualan & Pemasaran
Sales Development Fund,Dana Pengembangan Penjualan
Sales Enablement Programs & Technology,Program & Teknologi Pemberdayaan Penjualan
Sales Playbook,Buku Pedoman Penjualan
sales tool,alat penjualan
sales toolkit,kit alat penjualan
SAM,SAM
sample applications,aplikasi sampel
SAN,SAN
SBT,SBT
SC,SC
scalable licensing,lisensi terukur
scale factor,faktor skala
scene editor,editor adegan
Science and Math Curriculum,Kurikulum Sains dan Matematika
"science, technology, engineering and math","sains, teknologi, teknik dan matematika"
screen capture,tangkapan layar
screen image,gambar layar
screencast,rekaman layar
screenshot,tangkapan layar
scroll wheel,roda gulir
SDF,SDF
SDK,SDK
search engine marketing,pemasaran mesin pencari
search engine optimization,pengoptimalan mesin pencari
search tag,tag pencarian
seat,seat
secondary graphics card,kartu grafis sekunder
sector model,model sektor
secure discounted pricing,harga diskon aman
secure pricing,harga aman
Secure Sockets Layer,Lapisan Soket Aman
security control,kontrol keamanan
seismic conformance,kesesuaian seismik
self help tool,alat bantu mandiri
self-mailer,pengirim email mandiri
self-paced training,pelatihan mandiri
Self-Service,Layanan Mandiri
SEM,SEM
senior Autodesk support agent,agen dukungan senior Autodesk
SEO,SEO
SEPT,SEPT
serial number,nomor seri
service level agreement,perjanjian tingkat layanan
service line overview,ikhtisar lini layanan
service offering brief,ringkasan penawaran layanan
Service Pack,Paket Layanan
service request number,nomor permintaan layanan
Session Specific Licensing,Lisensi Khusus Sesi
severity level,tingkat keparahan
Shader Model,Model Shader
shape file,file bentuk
Shape Generator,Penghasil Bentuk
shear modulus,modulus geser
sheet list,daftar lembar
shipping address,alamat pengiriman
shopping basket,keranjang belanja
shortcut,pintasan
Shotgun,Shotgun
sidebar,bilah samping
side-by-side configuration,konfigurasi berdampingan
side-by-side feature comparison,perbandingan fitur berdampingan
signage,papan tanda
Sign-in Help Contact Form,Formulir Kontak Bantuan Masuk
silent installation,instalasi tanpa suara
silent mode,mode diam
Simulation Job Manager,Manajer Pekerjaan Simulasi
single datastep,langkah data tunggal
Single License Manager,Pengelola Lisensi Tunggal
single sign-on,akses masuk tunggal
single-seat license,lisensi satu seat
single-user,pengguna tunggal
single-user access,akses pengguna tunggal
single-user license,lisensi pengguna tunggal
site map,peta situs
SKU,SKU
SLA,SLA
slideout panel,panel geser keluar
SLM,SLM
SMS,SMS
social media,media sosial
social media policy,kebijakan media sosial
software,perangkat lunak
software as a service,perangkat lunak sebagai layanan
software coordinator,koordinator perangkat lunak
software development kit,kit pengembangan perangkat lunak
software distribution,distribusi perangkat lunak
software license agreement,perjanjian lisensi perangkat lunak
software module,modul perangkat lunak
software package,paket perangkat lunak
software program,program perangkat lunak
software rental license plan,paket lisensi penyewaan perangkat lunak
software requirements,persyaratan perangkat lunak
software retirement,penghentian perangkat lunak
software upgrade,peningkatan perangkat lunak
software usage right,hak penggunaan perangkat lunak
software vendor,vendor perangkat lunak
solid-state drive,solid-state drive
SolidWorks,SolidWorks
solver,penyelesai soal
spam,spam
spell-checking,pemeriksaan ejaan
split button,tombol pisah
spreadsheet-driven design,desain berbasis lembar bentang
SQL Server Management Studio,SQL Server Management Studio
SQLite,SQLite
SRN,SRN
SRP,SRP
SSD,SSD
SSL,SSL
standalone license,lisensi mandiri
stand-alone license,lisensi mandiri
stand-alone user,pengguna mandiri
start-up support,dukungan untuk memulai
statement,pernyataan
static banner,spanduk statis
status tray,baki status
STEM,STEM
step-by-step instruction,petunjuk langkah demi langkah
sticky panel,panel tempel
storage area network,jaringan area penyimpanan
strategic account,akun strategis
strategic partner,mitra strategis
stress relaxation,relaksasi stres
structural engineering,rekayasa struktur
structural foam,busa struktural
Student Center,Pusat Mahasiswa
Student Community,Komunitas Mahasiswa
Student Engineering & Design Community,Komunitas Mahasiswa Teknik & Desain
Student Portfolio,Portofolio Mahasiswa
style library,perpustakaan gaya
sub-contractor,subkontraktor
subscriber,pelanggan
subscription,berlangganan
subscription benefits,manfaat berlangganan
subscription offering,penawaran berlangganan
subscription renewal date,tanggal perpanjangan langganan
subscription software,perangkat lunak berlangganan
Subscription to Subscription Eligibility List,Berlangganan Daftar Kelayakan Berlangganan
suggested retail price,harga eceran yang disarankan
supply chain,rantai pasokan
support & learning,dukungan & pembelajaran
Support Account Manager,Pengelola Akun Dukungan
support agent,agen pendukung
support agreement,perjanjian dukungan
support program,program dukungan
support user,mendukung pengguna
sustainability,keberlanjutan
Sustainability Workshop,Lokakarya Keberlanjutan
Sustainable Design Curriculum,Kurikulum Desain Berkelanjutan
switch your subscription,alihkan langganan Anda
switching subscriptions,beralih langganan
system requirements,persyaratan sistem
system tray,baki sistem
systems integrator,integrator sistem
tagline,tagline
tangible asset,aset berwujud
Task Manager,Manajer Tugas
Team Administrator,Administrator Tim
Team Member,Anggota Tim
Team Owner,Pemilik Tim
tech support,dukungan teknis
Technical Marketing Manager,Manajer Pemasaran Teknis
Technical Sales,Penjualan Teknis
Technical Services Manager,Manajer Layanan Teknis
technology preview,pratinjau teknologi
tensegrity,tensegrity
term extendable,jangka waktu dapat diperpanjang
term length,panjang jangka waktu
term license,lisensi jangka panjang
term non-extendable,jangka waktu tidak dapat diperpanjang
Terminate and Stay Resident Program,Program Penghentian dan Penduduk Tetap
terms and conditions,syarat dan ketentuan
terms of service,syarat layanan
terms of use,syarat penggunaan
test drive,uji kinerja
testimonial,testimoni
text editor,editor teks
text style,gaya teks
texture mapping,pemetaan tekstur
The professional guide to Building Information Modelling (BIM),Panduan profesional untuk Building Information Modelling (BIM)
Thick Client,Klien Thick
Thin Client,Klien Thick
third-party application,aplikasi pihak ketiga
threat protection,perlindungan ancaman
three-button mouse,mouse tiga tombol
ticker symbol,simbol ticker
tier,tingkat
tier designation,penunjukan tingkat
time to market,waktu ke pasar
TinkerBox,TinkerBox
tips and tricks,kiat dan trik
To-Do List,Daftar Tugas
Token Flex,Token Flex
Token-Flex token,Token Token-Flex
toolbar,bilah alat
ToolClip,KlipAlat
toolkit,kit alat
toolset,set alat
top 10 reasons,10 alasan teratas
top 10 reasons to upgrade,10 alasan teratas untuk meningkatkan
top ten reasons,sepuluh alasan utama
total cost of ownership,total biaya kepemilikan
tradegraph,tradegraph
training video,video pelatihan
transaction fee,biaya transaksi
transferee,penerima transfer
transferor,pemindag
transparency,transparansi
trial mode,mode uji coba
trial period,masa uji coba
Trial Product Privacy Notice,Pemberitahuan Privasi Produk Uji Coba
trial tips,kiat uji coba
troubleshooting,pemecahan masalah
true color,warna asli
Trust Center,Pusat Kepercayaan
TrustedDWG,TrustedDWG
TSR,TSR
turnkey solution,solusi siap pakai
tutorial,tutorial
tweet,cuitan
unauthorized use,penggunaan tidak sah
UNC,UNC
undo,urungkan
unexpected behavior,perilaku tak terduga
ungroup,pisahkan grup
unhandled,tidak ditangani
Uniform Naming Convention,Uniform Naming Convention
uninstall tool,hapus instalan alat
unit scaling,penskalaan unit
Universal Naming Convention,Universal Naming Convention
unlawful harassment,pelecehan yang melanggar hukum
Up & Ready Support,Dukungan Aktif & Siap
Upchain,Upchain
upgrade path,jalur peningkatan
upgrade policy,kebijakan peningkatan
upgrade pricing,harga peningkatan
Upgrade Version Policy,Kebijakan Peningkatan Versi
urban planning,perencanaan kota
usage rate,tarif penggunaan
usage report,laporan penggunaan
use cases,kasus penggunaan
use of Previous Version,penggunaan Versi Sebelumnya
user guide,panduan pengguna
User Management FAQ,Pertanyaan Umum Manajemen Pengguna
user persona,persona pengguna
user's guide,panduan pengguna
utility grid,jaringan utilitas
VAD,VAD
valuable insights,wawasan yang berharga
Value Added Distributor,Distributor Nilai Tambah
value engineering,rekayasa nilai
value prompter,pemberi petunjuk nilai
value proposition,proposisi nilai
VAR,VAR
variable usage rate,tingkat penggunaan variabel
variant,varian
Vault,Vault
Vault Basic,Vault Basic
Vault Manager,Vault Manager
Vault Professional,Vault Professional
Vault Workgroup,Vault Workgroup
VBA porting service,Layanan porting VBA
Vector Render,Render Vektor
vertical application,aplikasi vertikal
vertical product,produk vertikal
vertical ribbon,pita vertikal
vertical solution,solusi vertikal
vice president,wakil presiden
video adapter,adaptor video
video card,kartu video
video driver,driver video
video tutorial,tutorial video
ViewCube,ViewCube
violation,pelanggaran
virtual agent,agen virtual
virtual machine,mesin virtual
virtual pen,pena virtual
virtual prototype,prototipe virtual
virtualization software,perangkat lunak virtualisasi
virus protection,perlindungan virus
virus scanner,pemindai virus
visualization specialist,spesialis visualisasi
voucher code,kode voucher
VRED,VRED
VRED Design,VRED Design
VRED Presenter,VRED Presenter
VRED Professional,VRED Professional
VRED Server,VRED Server
vulnerability,kerentanan
watermark,tanda air
