source,target
सतही साहचर्यता,surface associativity
सदस्य,member
समग्र वक्र,composite curve
समतल फ़ेस,planar face
समतलीय,coplanar
समय स्लाइडर,time slider
समाचार समूह,newsgroup
समानांतर प्लेन,parallel plane
समानांतर फ़ीचर निर्माण,parallel feature construction
समोच्च निकला हुआ किनारा,contour flange
सरल उपाय समूह,simple measures group
सरल कार्यक्षेत्र,simplify workspace
सरलीकृत DWG,simplified DWG
सहनशीलता,tolerance
सहायक व्यू,auxiliary view
सहायता जनरेशन,support generation
सहायता सेटिंग्स,support settings
सहिष्णुता बैंड,tolerance band
साइट लाइन,sight line
साइड,side
साइड कोर,side core
साइड लॉक,side lock
सामग्री का बिल,bill of materials
सामग्री मॉडल,material model
सामग्री सटीकता,material accuracy
सामान्य सामग्री,common material
सिमुलेटेड अभिविन्यास,simulated orientations
सिमुलेशन अध्ययन,simulation study
सिमुलेशन मेश,simulation mesh
सिमुलेशन मॉडल,simulation model
सिलेंडर,cylinder
सीमा,boundary
सीमा ट्रिम करना,trim boundary
सीमा पैच,boundary patch
सीलिंग प्लग,sealing plug
सुइट वर्कफ़्लो,suite workflow
सुचारू,smooth
सुचारू प्रदर्शन मोड,smooth display mode
सुचारू मोड,smoothing mode
सुचारू सहिष्णुता कारक,smoothing tolerance factor
सुरक्षित ज्यामिति,preserve geometry
सेंसर,sensor
सेक्शन व्यू,section view
सेगमेंट,segment
सेटअप WCS,setup WCS
सेटअप शीट छवि,setup sheet image
सेल शेडिंग,cel shading
सेल्फ़-टैपिंग स्क्रू,self-tapping screw
स्किल बिल्डर,Skill Builder
स्केच इकाई,sketch entity
स्केच एज,sketch edge
स्केच ग्रिढ,sketch grid
स्केच चित्रण,sketch illustration
स्केच्ड प्रतीक,sketched symbol
स्केच्ड विशेषता,sketched feature
स्कैटर प्लॉट,scatter plot
स्क्रैच ज़ोन,scratch zone
स्टार बिंदु,star point
स्टिपल काउंट,stipple count
स्टील साटन,steel satin
स्टेपओवर,stepover
स्टेपडाउन,stepdown
स्टॉक,stock
स्टॉक मॉडल,stock model
स्टॉप पिन,stop pin
स्ट्रोमैन प्रिंटर,Straumann printers
स्थानीय समन्वय प्रणाली,local coordinate system
स्थिति सूचना अंतराल को हल करना,solve status information interval
स्थिरता ID,fixture ID
स्थिरता ऑफ़सेट,fixture offset
स्थिर-त्रिज्या फ़िलेट,constant-radius fillet
स्निपेट,snippet
स्पर गियर,spur gear
स्पर्शरेखा दिशा,tangent direction
स्पर्शरेखा प्लेन,tangent plane
स्पॉट ड्रिल,spot drill
स्पॉटफेस,spotface
स्प्रू,sprue
स्प्रू बशिंग,sprue bushing
स्प्लाइन,spline
स्मार्ट सर्फेसर,Smart Surfacer
स्रोत घटक,source component
स्लाइड कोर,slide core
स्लाइडर,slider
स्व सममित,self symmetric
स्वचालित उपकरण परिवर्तक क्षमता,automatic tool changer capacity
स्वचालित ऑर्डरिंग,automatic ordering
स्वचालित फ़ीचर पहचान,automatic feature recognition
स्वचालित फ़ेस चेन,automatic face chain
स्वचालित रूटिंग,automatic routing
स्वचालित सत्यापन,automatic verification
स्वतंत्र PCB,independent PCB
हवाई जाल,air trap
हाइपरलास्टिक सामग्री मॉडल,hyperelastic material model
हार्नेस पार्ट,harness part
हार्नेस सेगमेंट,harness segment
हावभाव व्यवहार,gesture behavior
हिट ट्रांसफ़र पाइप,heat transfer pipe
हिट लोड,heat load
हेक्स वॉशर,hex washer
हेडनोड,headnode
हैच पैटर्न,hatch pattern
हैचिंग,hatching
होम लोकेशन,home location
होल टेबल,hole table
होल फ़ीचर,hole feature
होस्ट,host
