source,target
paket transmisi,transmittal package
paku keling belah,split rivet
palang trapesium,trapeze bar
palet alat,tool palette
Palet blok,Blocks palette
panah aliran,flow arrow
panah sumber,source arrow
panah tujuan,destination arrow
Panduan Pembuatan OEM,OEM Make Wizard
panel lipat,fold panel
panel pita,ribbon panel
panjang busur,arc length
papan nama,nameplate
Papan peluncuran,Launchpad
parameter batasan,constraint parameter
parameter model,model parameter
parameterisasi knot,knot parameterization
PARAMETERSCLOSE,PARAMETERSCLOSE
PARTIALOAD,PARTIALOAD
PARTIALOPEN,PARTIALOPEN
PASTEASHYPERLINK,PASTEASHYPERLINK
PASTEBLOCK,PASTEBLOCK
PASTECLIP,PASTECLIP
PASTEORIG,PASTEORIG
PASTESPEC,PASTESPEC
PCEXTRACTSECTION,PCEXTRACTSECTION
PCINWIZARD,PCINWIZARD
PDFADJUST,PDFADJUST
PDFATTACH,PDFATTACH
PDFCLIP,PDFCLIP
PDFIMPORT,PDFIMPORT
PDFLAYERS,PDFLAYERS
PDFSHXTEXT,PDFSHXTEXT
PEDIT,PEDIT
pegangan multifungsi,multi-functional grip
pelacak sistem koordinat,coordinate system tracker
pelacakan polar,polar tracking
pelaporan kesalahan pelanggan,customer error reporting
pelindung,visor
pemancar,emitter
pemandangan,panorama
pemasangan baki kabel,cable tray fitting
pemasangan pipa,pipe fitting
pembangkit listrik,power station
Pembangun Ekspresi,Expression Builder
pembuat laporan,report generator
pembuatan prototipe cepat,rapid prototyping
pembuatan prototipe fisik,physical prototyping
Pemeriksa Standar Batch,Batch Standards Checker
pemeriksaan gangguan,interference check
pemetaan benjolan,bump mapping
pemodelan foto,photo modeling
pemodelan organik,organic modeling
pemotongan tutup,cap filleting
pena,stylus
Penambah i-drop,i-drop Enhancer
penampil yang ditingkatkan,enhanced viewer
pencahayaan default,default lighting
Pencari Perintah Pita,Ribbon Command Locator
pendaratan horizontal,horizontal landing
Pengaktif Langsung,Live Enabler
pengaturan transmisi,transmittal setup
Pengelola Gambar,Drawing Manager
pengelola prasetel presisi,precision presets manager
Pengelola Referensi,Reference Manager
Pengelola Referensi Eksternal,External Reference Manager
pengelola set lembar,sheet set manager
Pengelola Set Penanda,Markup Set Manager
PengelolaBentuk,ShapeManager
Pengembangan AutoLISP,AutoLISP development
pengenal datum,datum identifier
penggabungan garis,line merge
penggantian blok,block replacement
penggiling bola,ball mill
pengukuran dimensi daya,power dimensioning
pengukuran dimensi ordinat,ordinate dimensioning
pengurai bahan bakar,fuel degasifier
penyaringan,screening
Penyimpanan Jaringan Terlampir,Network Attached Storage
penyorotan dependensi,dependency highlighting
peralatan fabrikasi,fabricated equipment
Perancang Laporan,Report Designer
peregangan polar,polar stretch
PERFANALYZER,PERFANALYZER
PERFANALYZERCLOSE,PERFANALYZERCLOSE
peringatan lisensi,license alert
perintah VLIDE,VLIDE command
permukaan analitik,analytical surface
permukaan campuran,blend surface
permukaan jaringan,network surface
permukaan NURBS,NURBS surface
permukaan patch,patch surface
permukaan subdivisi,subdivision surface
Permukaan subdivisi Catmull-Clark,Catmull-Clark subdivision surface
persimpangan perulangan,loop crossing
pertemuan terakhir,final gathering
perwakilan,representation
peta benjolan,bump map
peta difusi,diffuse map
peta foton,photon map
peta lingkungan,environment map
peta refleksi,reflection map
PFACE,PFACE
pilih set pertama,pickfirst set
pin konektor,connector pin
PIP,PIP
PKFSTGROUP,PKFSTGROUP
PLANESURF,PLANESURF
PLINE,PLINE
PLOT,PLOT
PLOTSTAMP,PLOTSTAMP
PLOTSTYLE,PLOTSTYLE
PLOTTERMANAGER,PLOTTERMANAGER
PLT2DWG,PLT2DWG
PMSTART,PMSTART
PMSTOP,PMSTOP
PMTOGGLE,PMTOGGLE
PMTRACE,PMTRACE
PNGOUT,PNGOUT
pohon rentang biaya minimum,minimum cost spanning tree
pohon rentang minimum,minimum spanning tree
POINTCLOUDATTACH,POINTCLOUDATTACH
POINTCLOUDCOLORMAP,POINTCLOUDCOLORMAP
POINTCLOUDCROP,POINTCLOUDCROP
POINTCLOUDCROPSTATE,POINTCLOUDCROPSTATE
POINTCLOUDMANAGER,POINTCLOUDMANAGER
POINTCLOUDMANAGERCLOSE,POINTCLOUDMANAGERCLOSE
POINTCLOUDSTYLIZE,POINTCLOUDSTYLIZE
POINTCLOUDUNCROP,POINTCLOUDUNCROP
POINTLIGHT,POINTLIGHT
pola arsir,hatch pattern
pola pengisian,fill pattern
poligon dengan sisi bersilangan,self-intersecting polygon
POLYSOLID,POLYSOLID
Portal Komunitas Manufaktur Autodesk,Autodesk Manufacturing Community Portal
prasetel render,render preset
PRESSPULL,PRESSPULL
Project Simulus,Project Simulus
PROJECTGEOMETRY,PROJECTGEOMETRY
PROPERTIESCLOSE,PROPERTIESCLOSE
PSBSCALE,PSBSCALE
PSETUPIN,PSETUPIN
PSFILL,PSFILL
PSOUT,PSOUT
PSPACE,PSPACE
PSTSCALE,PSTSCALE
PTYPE,PTYPE
PUSHTODOCSCLOSE,PUSHTODOCSCLOSE
PUSHTODOCSOPEN,PUSHTODOCSOPEN
pustaka,library
pustaka blok,block library
Pustaka CS,CS library
pustaka konten,content library
QCCLOSE,QCCLOSE
QDIM,QDIM
QLATTACH,QLATTACH
QLATTACHSET,QLATTACHSET
QLDETACHSET,QLDETACHSET
QLEADER,QLEADER
QNEW,QNEW
QQUIT,QQUIT
QSAVE,QSAVE
QSELECT,QSELECT
QTEXT,QTEXT
QUICKCUI,QUICKCUI
QUICKPROPERTIES,QUICKPROPERTIES
QVDRAWING,QVDRAWING
QVDRAWINGCLOSE,QVDRAWINGCLOSE
QVLAYOUT,QVLAYOUT
QVLAYOUTCLOSE,QVLAYOUTCLOSE
R14PENWIZARD,R14PENWIZARD
radius busur,arc radius
RCONFIG,RCONFIG
reaktor pembiak cepat,fast breeder reactor
reaktor persisten,persistent reactor
RECOVERALL,RECOVERALL
REDIR,REDIR
REDIRMODE,REDIRMODE
REDRAWALL,REDRAWALL
REFCLOSE,REFCLOSE
REFEDIT,REFEDIT
referensi bagian,part reference
referensi tersarang,nested reference
REFSET,REFSET
REGEN,REGEN
REGEN3,REGEN3
REGENALL,REGENALL
REGENAUTO,REGENAUTO
REGION,REGION
REINIT,REINIT
rencana grading,grading plan
RENDERCROP,RENDERCROP
RENDERENVIRONMENT,RENDERENVIRONMENT
RENDERENVIRONMENTCLOSE,RENDERENVIRONMENTCLOSE
RENDEREXPOSURE,RENDEREXPOSURE
RENDEREXPOSURECLOSE,RENDEREXPOSURECLOSE
rendering terdistribusi,distributed rendering
RENDERONLINE,RENDERONLINE
RENDERPRESETS,RENDERPRESETS
RENDERPRESETSCLOSE,RENDERPRESETSCLOSE
RENDERWIN,RENDERWIN
RENDERWINDOW,RENDERWINDOW
RENDERWINDOWCLOSE,RENDERWINDOWCLOSE
REPURLS,REPURLS
RESETBLOCK,RESETBLOCK
REVCLOUD,REVCLOUD
REVCLOUDPROPERTIES,REVCLOUDPROPERTIES
REVSURF,REVSURF
RIBBONCLOSE,RIBBONCLOSE
riwayat pekerjaan,work history
riwayat putar ulang,rewind history
Roda Bangunan Tur,Tour Building wheel
ROTATE3D,ROTATE3D
RPREF,RPREF
RPREFCLOSE,RPREFCLOSE
RSCRIPT,RSCRIPT
RTEDIT,RTEDIT
RTEXT,RTEXT
RTEXTAPP,RTEXTAPP
RTPAN,RTPAN
RTUCS,RTUCS
RTZOOM,RTZOOM
ruang dunia,world space
ruang kertas,paper space
ruang model,model space
ruang pembakaran,combustion chamber
Ruang UV,UV space
RULESURF,RULESURF
salinan massal,bulk copy
saluran,conduit
saluran informasi,information channel
sambungan yang ditekan,pressed joint
SAVEALL,SAVEALL
SAVEAS,SAVEAS
SAVEIMG,SAVEIMG
SAVETOCLOUD,SAVETOCLOUD
SAVETOWEBMOBILE,SAVETOWEBMOBILE
SCALELISTEDIT,SCALELISTEDIT
SCALETEXT,SCALETEXT
SCRIPTCALL,SCRIPTCALL
SECTIONPLANE,SECTIONPLANE
SECTIONPLANEJOG,SECTIONPLANEJOG
SECTIONPLANESETTINGS,SECTIONPLANESETTINGS
SECTIONPLANETOBLOCK,SECTIONPLANETOBLOCK
SECTIONSPINNERS,SECTIONSPINNERS
SECURITYOPTIONS,SECURITYOPTIONS
segi,facet
segmen busur poli,polyarc segment
segmentasi busur,arc segmentation
SELECTCOUNT,SELECTCOUNT
SELECTSIMILAR,SELECTSIMILAR
SELECTURL,SELECTURL
senyawa sambungan,compound joint
SEQUENCEPLAY,SEQUENCEPLAY
server waktu,time server
set palet alat,tool palette set
set penanda,markup set
SETBYLAYER,SETBYLAYER
SETVAR,SETVAR
SH,SH
SHADEMODE,SHADEMODE
shader perangkat keras,hardware shader
SHAREDVIEWS,SHAREDVIEWS
SHAREDVIEWSCLOSE,SHAREDVIEWSCLOSE
SHAREVIEW,SHAREVIEW
SHEETSET,SHEETSET
SHEETSETHIDE,SHEETSETHIDE
SHOWPALETTES,SHOWPALETTES
SHOWRENDERGALLERY,SHOWRENDERGALLERY
SHOWURLS,SHOWURLS
SHP2BLK,SHP2BLK
SIGCODE,SIGCODE
SIGVALIDATE,SIGVALIDATE
siklus pemilihan,selection cycling
siku,elbow
siku berlekuk,mitered elbow
siku radius panjang,long radius elbow
simbol gabungan,compound symbol
simbol komposit,composite symbol
simbol sendi mati,dead joint symbol
simbol serbaguna,all-around symbol
simbol skematik,schematic symbol
simpangan baku,standard deviation
simpul,vertex
sirklip,circlip
sirkuit cabang,branch circuit
Sistem Koordinat Dunia,World Coordinate System
sistem koordinat pengguna,user coordinate system
sistem koordinat tambahan,auxiliary coordinate system
sistem koordinat yang diproyeksikan,projected coordinate system
skema,schema
SketchUp,SketchUp
soket plastik,plastic socket
SOLDRAW,SOLDRAW
SOLIDEDIT,SOLIDEDIT
SOLPROF,SOLPROF
SOLVIEW,SOLVIEW
SPACETRANS,SPACETRANS
spline,spline
SPLINEDIT,SPLINEDIT
SPOTLIGHT,SPOTLIGHT
SSM,SSM
SSX,SSX
standar yang dimuat,loaded standard
stasiun anoda,anode station
status lapisan,layer state
stempel plot,plot stamp
STLOUT,STLOUT
STYLESMANAGER,STYLESMANAGER
subset lembar,sheet subset
sudut defleksi,angle of deflection
sudut jepret,snap angle
sudut objek miring,oblique angle
sudut pandang nonpersegi panjang,non-rectangular viewport
sudut rotasi,rotation angle
sudut yang disertakan,included angle
sumber gambar,drawing source
SUNPROPERTIES,SUNPROPERTIES
SUNPROPERTIESCLOSE,SUNPROPERTIESCLOSE
SUPERHATCH,SUPERHATCH
SURFBLEND,SURFBLEND
SURFEXTEND,SURFEXTEND
SURFEXTRACTCURVE,SURFEXTRACTCURVE
SURFFILLET,SURFFILLET
SURFNETWORK,SURFNETWORK
SURFOFFSET,SURFOFFSET
SURFPATCH,SURFPATCH
SURFSCULPT,SURFSCULPT
SURFTRIM,SURFTRIM
SURFUNTRIM,SURFUNTRIM
SYSVARMONITOR,SYSVARMONITOR
SYSVDLG,SYSVDLG
SYSWINDOWS,SYSWINDOWS
Tab mulai,Start tab
tabel properti blok,block properties table
tabel sortir,sortents table
TABLEDIT,TABLEDIT
TABLEEXPORT,TABLEEXPORT
TABLESTYLE,TABLESTYLE
tablet digitalisasi,digitizing tablet
TABSURF,TABSURF
tampilan atas,top view
tampilan bagian,section view
tampilan bagian sejajar,aligned section view
tampilan orto,ortho view
tanda panah sinyal,signal arrow
tanda panah sinyal tujuan,destination signal arrow
tanda sisipan,caret
tanda tengah,center mark
tanggal kembali,return date
tangkapan realitas,reality capture
tangki retensi,retention tank
TARGETPOINT,TARGETPOINT
TBCONFIG,TBCONFIG
TCASE,TCASE
TCIRCLE,TCIRCLE
TCOUNT,TCOUNT
tekanan aksial,axial stress
tembus pandang,translucency
templat ekstraksi,extraction template
templat ekstraksi bagian,part extraction template
templat ekstraksi perakitan,assembly extraction template
tengah,median
tepi tertutup,closed edge
terlalu dibatasi,over-constrain
termoplastik,thermoplastic
teselasi,tessellation
TEXTALIGN,TEXTALIGN
TEXTEDIT,TEXTEDIT
TEXTFIT,TEXTFIT
TEXTMASK,TEXTMASK
TEXTSCR,TEXTSCR
TEXTTOFRONT,TEXTTOFRONT
TEXTUNMASK,TEXTUNMASK
TFHELP,TFHELP
TFRAMES,TFRAMES
TIFOUT,TIFOUT
tindakan regang,stretch action
tinggi tutup,cap height
tingkat kehalusan,level of smoothness
Tinjauan Desain,Design Review
TINSERT,TINSERT
tipalat progresif,progressive tooltip
titik akhir,end point
titik batasan,constraint point
titik dasar,base point
titik datum,datumpoint
titik kontrol,control point
titik pas,fit point
titik per inci,dots per inch
titik pusat,center point
titik sampel,sample point
titik sudut,corner point
titik sudut kontrol,control vertex
titik tengah,midpoint
TJUST,TJUST
toleransi,tolerance
tonjolan,bulge
tonjolan puncak,vertex bulge
TOOLPALETTES,TOOLPALETTES
TOOLPALETTESCLOSE,TOOLPALETTESCLOSE
topologi,topology
TORIENT,TORIENT
torus,torus
TPNAVIGATE,TPNAVIGATE
TRACEBACK,TRACEBACK
TRACEEDIT,TRACEEDIT
TRACEFRONT,TRACEFRONT
TRACEPALETTECLOSE,TRACEPALETTECLOSE
TRACEPALETTEOPEN,TRACEPALETTEOPEN
TRACEVIEW,TRACEVIEW
transformasi geodesi,geodetic transformation
TRAYSETTINGS,TRAYSETTINGS
TREESTAT,TREESTAT
TREX,TREX
TSCALE,TSCALE
TUTCLEAR,TUTCLEAR
TUTDEMO,TUTDEMO
TXT2MTXT,TXT2MTXT
TXTEXP,TXTEXP
UCSICON,UCSICON
UCSMAN,UCSMAN
ujung kompresi,compression end
ukuran ubin,tile size
ULAYERS,ULAYERS
underlay,underlay
UNISOLATEOBJECTS,UNISOLATEOBJECTS
unit alternatif,alternate unit
unit perlengkapan pasokan air,water fixture unit
unit perlengkapan pasokan air dingin,cold water fixture unit
unit perlengkapan pasokan air panas,hot water fixture unit
UPDATEFIELD,UPDATEFIELD
UPDATETHUMBSNOW,UPDATETHUMBSNOW
urutan ubin,tile order
variabel batasan,constraint variable
VBAIDE,VBAIDE
VBALOAD,VBALOAD
VBAMAN,VBAMAN
VBANEW,VBANEW
VBAPREF,VBAPREF
VBARUN,VBARUN
VBASTMT,VBASTMT
VBAUNLOAD,VBAUNLOAD
vektor knot,knot vector
versi evaluasi,evaluation version
versi pelajar,student version
versi uji coba,trial version
VERSIONCOMPARE,VERSIONCOMPARE
VIEWBASE,VIEWBASE
VIEWCOMPONENT,VIEWCOMPONENT
VIEWDETAIL,VIEWDETAIL
VIEWDETAILSTYLE,VIEWDETAILSTYLE
VIEWEDIT,VIEWEDIT
VIEWGO,VIEWGO
VIEWPLAY,VIEWPLAY
VIEWPLOTDETAILS,VIEWPLOTDETAILS
VIEWPORTS,VIEWPORTS
VIEWPROJ,VIEWPROJ
VIEWRES,VIEWRES
VIEWSECTION,VIEWSECTION
VIEWSECTIONSTYLE,VIEWSECTIONSTYLE
VIEWSETPROJ,VIEWSETPROJ
VIEWSKETCHCLOSE,VIEWSKETCHCLOSE
VIEWSTD,VIEWSTD
VIEWSYMBOLSKETCH,VIEWSYMBOLSKETCH
VIEWUPDATE,VIEWUPDATE
VISUALSTYLES,VISUALSTYLES
VISUALSTYLESCLOSE,VISUALSTYLESCLOSE
VLIDE,VLIDE
VLISP,VLISP
Volo Lihat Ekspres,Volo View Express
volume klip,clip volume
VPCLIP,VPCLIP
VPEDIT,VPEDIT
VPLAYER,VPLAYER
VPMAX,VPMAX
VPMIN,VPMIN
VPOINT,VPOINT
VPORTS,VPORTS
VPSCALE,VPSCALE
VPSYNC,VPSYNC
VSCURRENT,VSCURRENT
VSLIDE,VSLIDE
VSSAVE,VSSAVE
VTOPTIONS,VTOPTIONS
waktu menggambar,drawtime
WALKFLYSETTINGS,WALKFLYSETTINGS
warna tint,tint color
WBLOCK,WBLOCK
WEBLIGHT,WEBLIGHT
WEBLOAD,WEBLOAD
WHOHAS,WHOHAS
WIPEOUT,WIPEOUT
WMFIN,WMFIN
WMFOPTS,WMFOPTS
WMFOUT,WMFOUT
WSSAVE,WSSAVE
WSSETTINGS,WSSETTINGS
XATTACH,XATTACH
XBIND,XBIND
XCLIP,XCLIP
XCOMPARE,XCOMPARE
XCOMPARECLOSE,XCOMPARECLOSE
XCOMPARERCNEXT,XCOMPARERCNEXT
XCOMPARERCPREV,XCOMPARERCPREV
XDATA,XDATA
XDLIST,XDLIST
XEDGES,XEDGES
XLINE,XLINE
XLIST,XLIST
XOPEN,XOPEN
XP,XP
XPLODE,XPLODE
xref,xref
XSL,XSL
