source,target
Guide du Programme Autodesk Partner Advantage,Partner Advantage Program Guide
guide du programme mondial ATC,ATC Global Program Guide
Guide sur la rénovation et la réhabilitation Autodesk,Autodesk Renovation and Retrofit Playbook
guides de formation officiels Autodesk,Autodesk Official Training Guides
hachure avec dégradé,gradient hatch
Halley,Halley
harcèlement,unlawful harassment
hashtag,hashtag
HDRI,HDRI
Heads-up Design,Heads-up Design
Helius Composite,Helius Composite
Helius PFA,Helius PFA
Heures Ouvrées Locales,Local Business Hours
HIG numérique,digital HIG
High Level Shader Language,high-level shader language
HLSL,HLSL
Horaires Étendus de l’Assistance,Extended Support Hours
hors processus,out-of-process
Hot Fix,Hot Fix
HSMWorks,HSMWorks
HSMWorks for SOLIDWORKS,HSMWorks for SOLIDWORKS
hub,hub
Hypershade,Hypershade
hyperthreading,hyperthreading
IaaS,IaaS
IANA,IANA
IAO,CAE
IC,IC
icône de repère trois axes,axis tripod icon
ID d'application,application ID
ID de contact,contact ID
identifiant du modèle,model identifier
identifiant service express,Express Service ID
identité réseau,network identity
i-drop,i-drop
i-drop Enhancer,i-drop Enhancer
IFC,IFC
image HDR,high dynamic range imaging
image produit,hero image
Image publiée avec l'aimable autorisation de,Image courtesy of
image raster,raster image
imagerie,imagery
"Imaginer, concevoir, créer",Imagine design create
immobilier,real estate
implantation d'usines,factory layout
impression 3D,3D printing
imprimante 3D,3D printer
incident,incident
indicateur de performance clé,key performance indicator
indicateur i-drop,i-drop Indicator
indications,guidance
indice de consommation d'énergie,energy use index
Industry Foundation Classes,Industry Foundation Classes
info-bulle de base,basic tooltip
info-bulle de survol d'objet,object rollover tooltip
InfoCenter,InfoCenter
info-clip,ToolClip
Informations connexes,Related Information
informations de connexion,login credentials
informations non classifiées contrôlées,controlled unclassified information
Informations sur la nouvelle version,Release Notes
Informations sur le modèle du produit,Product Information Model
informations utiles,valuable insights
infraction,violation
InfraWorks 360,InfraWorks 360
InfraWorks 360 LT,InfraWorks 360 LT
ingénierie à la demande,Engineer-to-Order
ingénierie d'avant-projet détaillé,front-end engineering design
ingénierie de valeur,value engineering
ingénierie du bâtiment,building engineering
ingénierie mécanique,mechanical engineering
ingénierie structure,structural engineering
ingénieur,engineer
Ingénieur commercial Autodesk,Autodesk sales representative
ingénieur d'application,Application Engineer
ingénieur MEP,MEP engineer
ingénieur structure,structural engineer
innovateur en technologies propres,clean technology innovator
innovation en conception,design innovation
Inscrivez-vous maintenant,Register now
installation de remplissage,filling plant
installation propre,clean install
installation silencieuse,silent installation
Instructables,Instructables
Instructeur certifié Autodesk,Autodesk Certified Instructor
instruction détaillée,step-by-step instruction
intégrateur système,systems integrator
intégration SIG,GIS integration
intégrité,integrity
intensité d'utilisation de l'énergie,energy use intensity
intention du concepteur,design intent
interface de programmation d'application,Application Programming Interface
interface utilisateur cohérente pour les matériaux,consistent materials user interface
interface visuelle numérique,digital visual interface
International Organization for Standardization,International Organization for Standardization
Internet,Internet
Internet Assigned Numbers Authority,Internet Assigned Numbers Authority
Internet des objets,Internet of things
interopérabilité,interoperability
Inventor,Inventor
Inventor LT,Inventor LT
Inventor LT Suite,Inventor LT Suite
Inventor Professional,Inventor Professional
Inventor Server,Inventor Server
invite de commande,command prompt
iPDF,iPDF
ISD,ISD
IUE,EUI
IUM,MUI
IVAR,IVAR
Je souhaite rester connecté,Keep Me Signed In
Jeton Flex,Flex token
jeton flex Autodesk,Autodesk flex token
jeton Token Flex,Token-Flex token
jeu de données,dataset
jeu d'outils,toolset
JIT,JIT
jours fériés,holidays
juste-à-temps,Just-In-Time
Kit de bienvenue,Welcome Kit
kit de développement logiciel (SDK),software development kit
kit de documentation BIM,BIM Knowledge Package
Knowledge Network,Knowledge Network
KPI,KPI
La simplicité avant tout,Less is more
lancement mondial de produits,global product launch
Langues disponibles,Available languages
L'atout Autodesk,The Autodesk Advantage
Le guide professionnel de la modélisation des informations sur le bâtiment (BIM),The professional guide to Building Information Modelling (BIM)
LEED,LEED
légende,caption
lettre d'information,eNewsletter
libre-service,Self-Service
licence à durée déterminée,term license
licence antérieure,non-current license
licence Autodesk Creative Commons,Autodesk Creative Commons license
licence autonome multiposte,multi-seat stand-alone license
licence commerciale,commercial license
licence d'utilisation à domicile,Home Use license
licence flottante,floating license
licence logicielle Autodesk,Autodesk software license
licence multiposte,multi-seat license
licence multi-utilisateur,multi-user license
licence poste unique,single-seat license
licence principale,primary license
licence réseau,network license
licence utilisateur unique,single-user license
licences cloud,cloud licensing
licences multi-utilisateurs,multi-user licensing
licences par session,Session Specific Licensing
License File Parser,License File Parser
Liens utiles,Related Links
lieu de travail,workplace
Lightweight Directory Access Protocol,Lightweight Directory Access Protocol
ligne caractéristique du terrain,feature line
ligne de produits,product line
Limitée,Term Non-Extendable
linéarité,linearity
lissage de ligne,line smoothing
liste de feuilles,sheet list
Liste des produits éligibles,Eligible Product List
Liste des produits éligibles pour la migration d'abonnement vers un autre abonnement,Subscription to Subscription Eligibility List
Liste des produits éligibles pour la migration d'un plan de maintenance vers un abonnement,Maintenance to Subscription Eligibility List
liste des produits éligibles pour l'utilisation à domicile,Home Use Eligible Product List
Liste des produits éligibles pour l'utilisation des versions antérieures,Previous Version Eligible Product List
liste des versions antérieures éligibles,Previous Version Eligibility List
listes des prix MJA,MJA price lists
livrable,deliverable
livraison de projet intégrée,IPD
livraison par colis,boxed shipment
livre blanc,white paper
livre électronique,eBook
Localiser un événement,Events Lookup
location,rental
logiciel,software
logiciel Autodesk,Autodesk software
logiciel de création d'image,imaging software
logiciel de virtualisation,virtualization software
logiciel d'utilisation à domicile,Home Use software
logiciel en tant que service,software as a service
logiciel gratuit pour les étudiants,free student software
logiciel physique,boxed software
logiciel sur abonnement,subscription software
logo d'utilisateur certifié Autodesk,Autodesk Certified logo
LPI,LPI
LTU,LTU
luminosité,brightness
M&E,M&E
M&E Collection,M&E Collection
MAC,MAC
Mac App Store,Mac App Store
machine à roder,honing machine
machine de fraisage,hobbing machine
machine virtuelle,virtual machine
machines industrielles,industrial machinery
Magazine Construction d'Autodesk,Autodesk Construction Magazine
Magazine numérique d'Autodesk,Autodesk Digital Magazine
Magic Trackpad,Magic Trackpad
maîtrise explicite,explicit control
manuels de formation officiels Autodesk,Autodesk Official Training Courseware
mappage de textures,texture mapping
marketing,marketing
marketing de terrain,field marketing
marketing pour les moteurs de recherche,search engine marketing
marque déposée,registered trademark
MasterClasses Autodesk,Autodesk MasterClasses
MatchMover,MatchMover
matériel certifié,certified hardware
matériel graphique,graphics hardware
matrice de fonctionnalité,functionality matrix
Maya,Maya
Maya LT,Maya LT
MBR,MBR
McAfee ePolicy Orchestrator,McAfee ePolicy Orchestrator
MDF,MDF
Media & Entertainment Collection,Media & Entertainment Collection
Media Access Control,Media Access Control
Média et divertissement,Media & Entertainment
Médias sociaux,Social Media
meilleures pratiques,best practice
membre d'équipe,Team Member
membre du personnel enseignant,faculty member
mémoire vive,random access memory
Mentions légales,Legal Notice
Mentions légales et marques,Legal Notices & Trademarks
mentor,mentor
Mes informations,My Insights
Mes Produits,My Products
Meshmixer,Meshmixer
Message clé,Key Message
message de confirmation de commande,order confirmation email message
mesures incitatives pour les projets volumineux,Large Project Incentive
mesures incitatives pour les résultats sur abonnements,Subscription Growth Incentive
méthodologie Autodesk de valeur pour l'entreprise,Autodesk Business Value Methodology
Mettre à jour votre profil,Update your profile
Mettre à niveau votre licence,Upgrade your license
MFG,MFG
microprogramme,firmware
migration des abonnements,switching subscriptions
mise à jour automatique,auto-fulfilment
mise à l'échelle d'unité,unit scaling
mise à niveau,upgrade
mise à niveau de produit,product upgrade
mise à niveau logicielle,software upgrade
mise à niveau unique,one-time upgrade process
mise en conformité des licences,license compliance
mise en oeuvre de la gestion des licences de commande de services de conseil,consulting service order licensing implementation
mise sur le marché,time to market
mode Brouillon,draft mode
mode de téléchargement,download method
mode de téléchargement immédiat,Download Now method
mode sans échec,safe mode
mode silencieux,silent mode
Model Review,Model Review
Modèle d’information AEC,AEC Information Model
modèle d’information sur les médias,media information model
modèle de bâtiment,building model
Modèle de procédé d’affaire et notation,business process model and notation
modèle de secteurs,sector model
modèle de serveur de licence,license server model
modèle de serveur de licence redondant,redundant license server model
modélisation de solide dans le cloud,cloud solid modeling
modélisation des menaces,threat modeling
modélisation numérique,digital modeling
modérateur de projet,Project Moderator
modification du nom ou de l'adresse de la société,Company Address or Name Change
module de cisaillement,shear modulus
module logiciel,software module
Moldflow,Moldflow
Moldflow Adviser,Moldflow Adviser
Moldflow Communicator,Moldflow Communicator
Moldflow Design,Moldflow Design
Moldflow Insight,Moldflow Insight
molette de défilement,scroll wheel
molette de la souris,mouse wheel
molette du contrôleur,controller cap
Mon compte,My Account
Mon profil,My Profile
moniteur,monitor
monochrome,monochrome
moteur de recherche d'un revendeur,Partner Locator
Moulage par injection de Fusion,Fusion Injection Molding
Mountain Lion,Mountain Lion
mousse structurée,structural foam
mouvements tactiles multipoints,multi-touch gestures
MQL,MQL
MUD,MUD
Mudbox,Mudbox
Multi-Flex,Multi-Flex
multithreading,multithreading
multi-utilisateur,multi-user
My First Plug-In,My First Plug-In
NAS,NAS
Nastran,Nastran
Nastran In-CAD,Nastran In-CAD
navigateur de catalogues Electrical,Electrical Catalog Browser
navigateur de modèle,model browser
navigateur de support,Media Browser
navigateur du projet,Project Navigator
navigateur Web,web browser
Navisworks,Navisworks
Navisworks Exporters,Navisworks Exporters
Navisworks Freedom,Navisworks Freedom
Navisworks Manage,Navisworks Manage
Navisworks Simulate,Navisworks Simulate
Net Promoter Score,Net Promoter Score
Netfabb,Netfabb
NextGen Autodesk Desktop Application,NextGen Autodesk Desktop Application
NFR (non destiné à la vente),Not for Resale
NIC,NIC
niveau,tier
niveau de contrat,contract level
niveau de détail,level of detail
niveau de gravité,severity level
niveau de zoom,zoom level
NLM,NLM
Nombre maximal d'activations atteint,Activation Limit Reached
non destiné à la vente,NFR
non gérée,unhandled
non monté,b-roll
Normes Autodesk Cloud,Autodesk Cloud Standards
North Star,North Star
Note technique sur les performances des modèles,Model Performance Technical Note
notice,notice
notification de renouvellement,renewal notice
nouveau modèle commercial de formation,New Education Business Model
Nouveautés techniques,Technical What's New
"nouvelles versions, derniers logiciels/dernières améliorations","new releases, latest software/enhancements"
NPS,NPS
nuage de points,point cloud
numéro de cas,case ID
numéro de contrat d'abonnement,subscription contract number
numéro de ligne,line number
numéro de série,serial number
numérotation des articles,item numbering
OBJ,OBJ
occlusion ambiante,ambient occlusion
offre à durée limitée,limited time offer
offre d'abonnement,subscription offering
ombrage indépendant du matériel,hardware-agnostic shader
One Team 360,One Team 360
One Team Conference,One Team Conference
onglet contextuel,contextual tab
onglet contextuel du ruban,ribbon contextual tab
OpenEXR,OpenEXR
Opticore,Opticore
optimisation pour les moteurs de recherche,search engine optimization
Options d'achat,Purchase Options
ordinateur principal,master computer
ordinateur restauré,re-imaged computer
ordonnée,ordinate
organisme de formation indépendant,independent training provider
orientation,orientation
OTC,OTC
outil d'aide à la décision,decision support tool
outil d'aide à la vente,sales tool
outil d'auto-assistance,self help tool
outil de désinstallation,uninstall tool
outil de désinstallation Autodesk,Autodesk uninstall tool
outil de désinstallation rapide,Quick Uninstall Tool
outil de mesure,measuring tool
outil de migration,migration tool
outil de recherche de licence,License Finder
outil de syndication Web,web syndication tool
Outil d'édition d'événements,Event Publisher
Outils d'administration,Administrative Tools
outils de formation,Learning Materials
outils de gestion des données Autodesk,Autodesk data management tools
outils de gestion des licences,license management tool
PaaS,PaaS
package logiciel,software package
paiement à l'usage,pay as you go
panier d'achat,shopping basket
paragraphe de désignation des marques,tradegraph
paramètres de facturation,billing settings
paramétrique,parametric
Parrainages,Sponsorships
partenaire agréé,authorized partner
partenaire Autodesk Gold,Autodesk Gold partner
partenaire Autodesk Platinum,Autodesk Platinum partner
partenaire Autodesk Silver,Autodesk Silver partner
partenaire commercial,channel partner
partenaire de choix d'Autodesk dans l'industrie,Autodesk Preferred Industry Partner
partenaire de développement,development partner
partenaire direct,direct partner
partenaire indirect,indirect partner
partenaire stratégique,strategic partner
Partner Center,Partner Center
PDF interactif,interactive PDF
PDM,PDM
pénalité de retard,late processing fee
période d'inactivité,idle period
période prolongée,extended period
périphérique de stockage NAS,Network Attached Storage
personnalisation en série,mass customization
perte de charge,head loss
pétrole et gaz,oil & gas
Phoenix,Phoenix
Photo on ReCap 360,Photo on ReCap 360
pièce multicavités,cavernous part
pilote de carte graphique,graphics card driver
pilote de souris,mouse driver
pilote vidéo,video driver
pipeline,pipeline
piraté,pirated
plan de coupe,cut plane
plan de délimitation,clip plane
plan de développement,business plan
plan de maintenance,maintenance plan
plan d'exécution du BIM pour l'entreprise,BIM Enterprise Execution Plan
Plan du site,site map
PlanGrid,PlanGrid
planification des ressources de l’entreprise,enterprise resource planning
planification d'infrastructures,infrastructure planning
planification urbaine,urban planning
Plate-forme Cloud générative,Generative Cloud Platform
Plate-forme d’apprentissage automatique Autodesk,Autodesk Machine Learning Platform
plate-forme de communication,communication hub
Plateforme informatique Autodesk,Autodesk Compute Platform
plateforme Marketing pour les partenaires Autodesk,Autodesk Partner Marketing Platform
PLM,PLM
plug-in,plug-in
plume virtuelle,virtual pen
pluriannuelle,multi-year
podcast,podcast
point d'ancrage,anchor point
point d'entrée/de sortie,ingress/egress point
point d'origine,origin point
Points clés,Proof Points
politique,policy
politique de mise à niveau,upgrade policy
Politique de mise à niveau des versions,Upgrade Version Policy
politique de remboursement,refund policy
politique de retour,return policy
Politique sur les réseaux sociaux,Social Media Policy
Politiques des affaires gouvernementales,Government Affairs Policy
portabilité des données,data portability
portail de la communauté Autodesk Manufacturing Community,Autodesk Manufacturing Community Portal
Portail des avantages clients,Customer Value Hub
portrait,headshot
poste,seat
poste de travail,workstation
PowerInspect,PowerInspect
PowerMill,PowerMill
PowerMill Additive,PowerMill Additive
PowerShape,PowerShape
préconstruction,preconstruction
Prenez une longueur d'avance,Create with Vision
préparateur,Performance Tuner
Préparez-vous au BIM,Be BIM Ready
présentation,onboarding
présentation de la gamme de services,Service line overview
présentation du produit,product overview
présentation interactive,Interactive Overview
prêt-à-poster,self-mailer
prévention du piratage,Piracy Prevention
Principales fonctionnalités,Key Features
Priorité à la créativité,Celebrating Creativity
prix Autodesk Masters Awards,Autodesk Masters award
processeur multicoeur,multi-core processor
processus commercial,business process
Product Design & Manufacturing Collection,Product Design & Manufacturing Collection
Product Design Collection,Product Design Collection
produit complémentaire,companion product
produit de grande consommation,consumer product
produit éligible,eligible product
produit individuel,individual product
produit phare,hero product
produit pour le bâtiment,building product
produit vertical,vertical product
Produits & services partenaires,Partner Products and Services
Produits connexes,Related Products
produits éligibles,eligible products
professionnel certifié Autodesk,Autodesk Certified Professional
professionnel du bâtiment,construction professional
Profitez de tous les avantages d'une suite,Get more in a suite
programme ACE (Autodesk Customer Engagement),Autodesk Customer Engagement Program
programme ACI (Autodesk Certified Instructor),Autodesk Certified Instructor program
programme Autodesk Fonds pour le développement des ventes (SDF),Autodesk Sales Development Fund
programme Autodesk Legacy,Autodesk Legacy Program
programme Autodesk Masters,Autodesk Masters Program
programme CSAT,CSAT
Programme d’assistance aux développeurs,Developer Support Program
programme d'activation d'objets,object enabler
programme d'alignement marketing,Aligned Marketing Program
programme d'analyse d'Autodesk,Autodesk Analytics
programme d'assistance,support program
programme de certification des utilisateurs d'Autodesk,Autodesk Certified User program
programme de co-branding à l'usage des partenaires internationaux,global channel co-branding program
programme de cours Autodesk Education,Autodesk Education Curriculum
programme de désignation à l'usage des partenaires internationaux,global channel branding program
programme de mesures incitatives pour le réseau commercial,Channel Incentive program
programme de mise à jour et de retrait Autodesk,Autodesk Upgrade and Retirement Program
programme de mise en conformité d'Autodesk,Autodesk Compliance Program
programme de partenariat Autodesk,Autodesk Partner Program
programme de partenariat Autodesk pour les technologies propres,Autodesk Clean Tech Partner Program
programme de partenariat dédié aux conseils en intégration de systèmes,consulting system integrator partner
programme de participation du client,Customer Involvement Program
programme de participation du client Autodesk,Autodesk Customer Involvement Program
programme de promotion globale,global field promotion
Programme de retrait d'Autodesk,Autodesk Retirement Program
programme de satisfaction des clients Autodesk,Autodesk Customer Satisfaction Program
programme de spécialisation en conseils Autodesk,Autodesk Consulting Specialization Program
programme logiciel,software program
programme Membership Training Provider,Membership Training Provider program
"Programme pédagogique Autodesk BIM pour l'architecture, l'ingénierie et la gestion de la construction","Autodesk BIM for Architecture, Engineering and Construction Management Curriculum"
Programme pédagogique Autodesk sur les travaux publics,Civil Engineering Curriculum
Programme pédagogique BIM pour le secteur du génie structure,BIM for Structural Engineering Curriculum
Programme pédagogique complémentaire sur les bases de la science architecturale,Fundamentals of Architectural Science Supplement Curriculum
Programme pédagogique Inventor,Inventor Education Curriculum
Programme pédagogique sur la conception durable,Sustainable Design Curriculum
Programme pédagogique sur la robotique,Robotics Curriculum
Programme pédagogique sur l'écologie et la conception architecturale,Green Literacy and Architectural Design Curriculum
Programme pédagogique sur les bases de la conception,Design Basics Curriculum
Programme pédagogique sur les études d'avant-projet,Conceptual Design Curriculum
programme pédagogique sur les notions d'architecture,Pre-Architecture Curriculum
Programme pédagogique sur les sciences et les mathématiques,Science and Math Curriculum
Programme pédagogique sur les technologies et la conception écologiques,Environmental Design and Technology Curriculum
programme résident,Terminate and Stay Resident Program
programmes de cours,Curricula
projets de rénovation,revamp projects
Promotions,Promotions
Promotions et campagnes,Promotions & Campaigns
Promotions et offres spéciales,Promotions & Special Offers
proposition de valeur,value proposition
propriétaire,proprietary
propriétaire d'équipe,Team Owner
propriété d'élément,element property
propriété intellectuelle,intellectual property
protection anti-incendies,fire protection
protection antivirus,virus protection
Protection contre les menaces,Threat Protection
protection des données,data protection
prototype virtuel,virtual prototype
publication sur le forum,forum post
publier,advertise
purger,purge
Push to Autodesk Docs,Push to Autodesk Docs
PVC,MSRP
qualité cinématographique,cinematic-quality
qualité visuelle élevée,High Visual Quality
quantification,quantification
question sensible,anxiety question
Questions fréquemment posées sur la gestion des utilisateurs,User Management FAQ
Questions fréquemment posées sur l'activation des produits,Product Activation FAQ
RaaS,RaaS
raccordement,blend
raccourci,shortcut
raccourci clavier,hotkey
raffinement du maillage,mesh refinement
RAM,RAM
rapport,report
rapport comparatif,benchmark report
rapport de linéarité,aspect ratio
rapport de renouvellement,renewal report
rapport d'utilisation,usage report
rapport financier,financial report
RasterDWG,RasterDWG
réactivation,reactivation
réalisation de projet intégrée,integrated project delivery
Réalisez plus rapidement de meilleures conceptions,Accelerate Better Design
réalité étendue,extended reality
réalité mixte,mixed reality
réalité virtuelle,virtual reality
réaménagement,refurbishment
ReCap,ReCap
ReCap 360,ReCap 360
ReCap 360 Ultimate,ReCap 360 Ultimate
Récapitulatif du produit,Product Summary
recharger,reload
recherche de centres de formation ATC,ATC Locator
recherche de commandes,order lookup
Recherche d'emploi,Job Search
Recherche d'outils d'aide à la vente et de marketing,Sales & Marketing Tools Finder
recherche payante,paid search
Rechercher un événement,Find an Event
réclamation,complaint
recommandations générales,baseline recommendation
Recommandations sur les performances,Performance Recommendations
recuit,annealing
recyclage des terres,land recycling
réduire,collapse
référence,SKU
Référence sur les fichiers de licence,License File Reference
regapp,regapp
registre commercial,business record
Règles et formulaires,Policies & Forms
réhabilitation,retrofit
réhabilitation énergétique,energy retrofit
relation commerciale,business relationship
Relations au sein de la communauté,Community Relations
Relations avec les investisseurs,Investor Relations
Relations publiques,Public Relations
relaxation de contrainte,stress relaxation
relevé d'abonnement,coverage report
relief,bump
remboursement,refund
remise,rebate
remise Grands comptes,major account discount
remise MIR,MIR
remise MIR (Mail-in Rebate),mail-in rebate
remplacer,overwrite
remplir,populate
Remplissage + Compactage,Fill+Pack
Remplissage + Compactage + Refroidissement,Fill+Pack+Cool
Rendering in A360,Rendering in A360
rendu photoréaliste,near-photorealistic rendering
renouveler,renew
renouvellement,renewal
renouvellement de dernière minute,late renewal
renouvellement manuel,manual renewal
rénovation,renovation
réparer,repair
répertoire d'installation,installation directory
répertoire racine,root directory
réponse,response
représentant du service clientèle Autodesk,Autodesk Customer Service representative
réseau de développeurs Autodesk,Autodesk Developer Network
Réseau de développeurs Autodesk Open,Autodesk Developer Network Open
réseau de services utilitaires publics,utility grid
réseau de zone de stockage,Storage Area Network
résolution,resolution
résolution de problèmes,troubleshooting
responsabilité,liability
responsable de compte,Support Account Manager
responsable des services techniques,Technical Services Manager
responsable des ventes partenaires Autodesk,Autodesk Channel Sales Manager
responsable des ventes pays,Country Sales Manager
responsable du marketing technique,Technical Marketing Manager
responsable marketing du pays,Country Marketing Manager
responsable partenaires Autodesk,Autodesk Partner Manager
ressources du produit,Product Resources
ressources et gabarits de co-branding,Co-branding Assets & Templates
résumé de l'offre de services,Service offering brief
retarder,lag
retrait de logiciel,software retirement
revendeur,reseller
revendeur à valeur ajoutée éducative Autodesk,Autodesk Academic Value Added Reseller
revendeur agréé,authorized reseller
revendeur agréé Autodesk,Autodesk authorized reseller
revendeur Autodesk,Autodesk reseller
Revendeur Autodesk à valeur ajoutée,Autodesk Value Added Reseller
revendeur Autodesk Bronze,Autodesk Bronze reseller
revendeur de solutions Education,Education reseller
revendeur direct à valeur ajoutée,Direct Value Added Reseller
revendeur enregistré,reseller of record
revendeur indirect à valeur ajoutée,indirect value added reseller
revendeur non contractuel,non-contracted reseller
Revenir à la page d'informations sur la commande,Return to the Order Lookup Page
Revit,Revit
Revit Collaboration Suite,Revit Collaboration Suite
Revit LT,Revit LT
RFID,RFID
Rilsan Invent Natural,Rilsan Invent Natural
Roadway Design for InfraWorks 360,Roadway Design for InfraWorks 360
ROI,ROI
routine,routine
ruban,ribbon
ruban horizontal,horizontal ribbon
ruban vertical,vertical ribbon
RVB,RGB
S'abonner,Subscribe
s'abonner à Autodesk,subscribe to Autodesk
S'abonner pour recevoir des infos par e-mail,Sign up for email
Sales Enablement Programs & Technology,Sales Enablement Programs & Technology
SAN,SAN
sanction,penalty
sanction disciplinaire,disciplinary action
SBT,SBT
scanner antivirus,virus scanner
scénario d'activation,activation scenario
scénarisation,storyboarding
"science, technologie, ingénierie et mathématiques","science, technology, engineering and math"
scintiller,flicker
SDF,SDF
SDK,SDK
se connecter,sign in
Se désabonner,Unsubscribe
secteur d'amorçage,boot sector
secteur du pétrole et du gaz,oil & gas industry
secteurs d'activité,Industries
secure shell,secure shell
security assertion markup language,security assertion markup language
SEM,SEM
semaine ouvrée,workweek
SEO,SEO
SEPT,SEPT
séquence de cascade,cascading sequence
serveur de licence distribué,distributed license server
serveur de licence Linux,Linux license server
serveur de licence redondant,redundant license server
serveur de licence réseau,network license server
serveur de rendu,render farm
serveur de temps Internet,Internet time server
serveur proxy,proxy server
service clientèle,Customer Care
Service de rapport pour les licences réseau,Network License Reporting Service
service de syndication de contenu Autodesk,Autodesk Content Syndication Service
Service de tableau de bord sur l’état général,Health Dashboard Service
service de test en ligne Autodesk,Autodesk Online Testing Service
service de transfert VBA,VBA porting service
service express,Express Service
Service Pack,Service Pack
services Autodesk de collaboration et de gestion des données,Autodesk Collaboration and Data Management Services
services Autodesk d'ingénierie à la demande,Autodesk Engineer-to-Order Services
Services Autodesk Platform,Autodesk Platform Services
services cloud,cloud services
services de gestion des modifications et d'adoption du BIM,BIM Adoption and Change Management services
services de mise en oeuvre de collaboration et de gestion des données,Collaboration and Data Management Implementation Services
services de mise en oeuvre et d'intégration du BIM,BIM Implementation and Integration Services
services de transformation BIM d'Autodesk,Autodesk BIM Transformation Services
services d'ingénierie à la demande et gestion des modifications,Engineer-to-Order Adoption and Change Management Services
services d'intégration et de mise en oeuvre d'ingénierie à la demande,Engineer-to-Order Implementation and Integration Services
Services et assistance Autodesk,Autodesk Services and Support
services normes et processus BIM,BIM Standards and Processes services
services professionnels,Professional Services
services stratégiques BIM,BIM Strategy services
services stratégiques de collaboration et de gestion des données,Collaboration and Data Management Strategy Services
services stratégiques d'ingénierie à la demande,Engineer-to-Order Strategy Services
SGI,SGI
Shader Model,Shader Model
Shotgun,Shotgun
Show Reel,show reel
SIG,GIS
Signaler une non-conformité,Report Noncompliance
signalisation,signage
silo de données,data silo
Simulation CFD 3D Viewer,Simulation CFD 3D Viewer
Simulation CFD Viewer,Simulation CFD Viewer
Simulation Compute Manager,Simulation Compute Manager
Simulation Job Manager,Simulation Job Manager
s'inscrire,sign up
Site mobile,Mobile Site
SLM,SLM
SMS,SMS
solution clés en main,turnkey solution
solution indissociable,hard bundle
solution verticale,vertical solution
solutions Autodesk Digital Entertainment Creation,Autodesk Digital Entertainment Creation solution
Solutions Autodesk pour les infrastructures,Autodesk Infrastructure Solutions
solutions de gestion collaborative de projet d'Autodesk,Autodesk Collaborative Project Management Solutions
solveur,solver
solveur de contraintes variationnelles,variational constraint solver
sortie,outlet
Soumettre une demande d'assistance,Submit a Support Request
source de contenu,content source
souris à trois boutons,three-button mouse
sous-traitant,sub-contractor
sous-traitant indépendant,independent contractor
sous-traitant sur site,onsite contractor
Space Naming Utility,Space Naming Utility
spam,spam
spécialisation Conception industrielle et visualisation,Industrial Design and Visualization Specialization
spécialiste de la visualisation,visualization specialist
spécialiste de l'assistance produit,product support specialist
SQL Server Management Studio,SQL Server Management Studio
SQLite,SQLite
SSD,SSD
SSL,Secure Sockets Layer
stand pliable,pop-up booth
standard,boilerplate
STEM,STEM
stockage dans le cloud,cloud storage
stratégie d'automatisation de la conception,design automation strategy
Stratégie et relations avec le secteur du bâtiment,Building Industry Strategy & Relations
Structural Analysis for Revit,Structural Analysis for Revit
style de texte,text style
style de tracé,plot style
suite de produits,product suite
suite logicielle Autodesk,Autodesk suite
suites Autodesk Design et Creation,Autodesk Design and Creation Suites
Suivi de la consommation,Metering Usage
Suivre Autodesk,Follow Autodesk
superposition modale,modal superposition
support collatéral,collateral
support physique,physical media
Surveillance synthétique de Fusion,Fusion synthetic monitoring
symbole boursier,ticker symbol
symbole isométrique,isometric symbol
système de contrôle numérique,NC programming
système de gestion de base de données relationnelle,relational database management system
système de gestion des pannes,outage management system
système de notation de construction écologique LEED (Leadership in Energy and Environmental Design),Leadership in Energy and Environmental Design Green Building Rating System
système de santé,health care system
système d'évaluation ATC en ligne,ATC Online Evaluation System
système d'informations géographiques,geographical information system
système EMC à 5 niveaux,EMC Tier 5 system
système entité-composant,entity-component system
table de styles de tracé nommés,named plot style table
table des styles de tracé dépendant de la couleur,color-dependent plot style table
Tableau comparatif des versions,Release Comparison Matrix
tableau de bord de la santé des entreprises,health of business dashboard
Tableau de bord sur l’état général Autodesk,Autodesk Health Dashboard
Tableau de bord sur l’état général des produits,Product Health Dashboard
tableau de bord sur l'état général,Health Dashboard
tableau d'éligibilité,eligibility matrix
tarif réduit,discounted pricing
tarif/prix fixe/garanti,secure pricing
tarification des mises à niveau,upgrade pricing
taux d'attachement,attach rate
taux de consommation,consumption rate
taux de renouvellement,renewal rate
taux d'utilisation,usage rate
taux d'utilisation variable,variable usage rate
technico-commercial,Technical Sales
technologie géospatiale,geospatial
technologie propre,clean tech
Technology Preview,technology preview
Téléchargement de modules linguistiques,Language Downloads
téléchargement électronique,electronic download
Téléchargement vérifié par Autodesk App Store,Autodesk App Store Verified Download
téléchargement via navigateur,Browser Download method
témoignage,testimonial
température ambiante,ambient temperature
temps de réponse,response time
tendances,Business Trends
tendances du secteur,Industry Trends
tenségrité,tensegrity
termes et conditions,terms and conditions
test d’intégration,integration test
test d'évaluation Autodesk,Autodesk assessment test
Test dynamique de sécurité des applications,dynamic application security test
tests statiques de sécurité des applications,static application security testing
texte de surtitre,kicker text
texture de déplacement,displacement mapping
texture en relief,bump map
Thick Client,Thick Client
thread de forum,forum thread
TinkerBox,TinkerBox
Tinkerplay,Tinkerplay
Token Flex,Token Flex
