source,target
ご利用上の注意,Legal Notice
ご利用上の注意と商標,Legal Notices & Trademarks
サードパーティ製アプリケーション,third-party application
サービス ライン概要,Service line overview
サービス リクエスト番号,service request number
サービスとしての eコマース,eCommerce as a service
サービス利用規約,terms of service
サービス品質保証,Service Level Agreement
サービス概要,Service offering brief
サイト マップ,site map
サイドバー,sidebar
サイドバイサイド構成,side-by-side configuration
サイレント インストレーション,silent installation
サイレント モード,silent mode
サインイン ヘルプの問い合わせフォーム,Sign-in Help Contact Form
サステナビリティ,Sustainability
サブスクリプション,subscription
サブスクリプション アクセス対象製品,in-product subscription access
サブスクリプションからサブスクリプションへの切り替え対象製品リスト,Subscription to Subscription Eligibility List
サブスクリプションのサービス,subscription offering
サブスクリプションの契約更新日,subscription renewal date
サブスクリプションの特典,subscription benefits
サブスクリプションの過剰使用,subscription overuse
サブスクリプションメンバー,subscriber
サブスクリプションメンバー登録を解除する,Unsubscribe
サブスクリプション切り替えオプション,Move to Subscription offer
サブスクリプション切り替え特別オプション,special offer to move to subscription
サブスクリプション製品,subscription software
サプライ チェーン,supply chain
サポート アカウント マネージャ,Support Account Manager
サポート スペシャリスト,support agent
サポート プログラム,support program
サポート ユーザ,support user
サポート リクエスト,support request
サポートとラーニング,Support & learning
サポート事例を表示,View Support Cases
サポート契約,Support Agreement
シート リスト,sheet list
シーン エディタ,scene editor
シェイプ ジェネレータ,Shape Generator
シェイプ ファイル,shape file
ジェネレーティブ クラウド プラットフォーム,Generative Cloud Platform
ジェネレーティブ デザイン,generative design
システム インテグレーター,systems integrator
システム トレイ,system tray
システム変数,system variable
ジャーナル ファイル,journal file
ショー リール,show reel
ジョージア,Georgia
ショートカット,shortcut
ショッピング カート,shopping basket
シリアル番号,serial number
シングル サインオン,single sign-on
シングルシート ライセンス,single-seat license
シングルユーザー,single-user
シングルユーザー サブスクリプション,single-user subscription
シングルユーザー ライセンス,single-user license
シングルユーザーのアクセス権,single-user access
スイート製品,product suite
スイート製品で豊富な機能を入手,Get more in a suite
ズーム レベル,zoom level
スクリーン メニュー,screen menu
スクリーンショット,screenshot
スクロール ホイール,scroll wheel
スケジューラ,scheduler
スタイル ライブラリ,style library
スタンドアロン ユーザ,stand-alone user
ステータス,tier
ステータス トレイ,status tray
ステータス バー,status bar
ステートメント,statement
ストーリーボードの作成,storyboarding
ストラテジック リサーチ ディレクタ,director of strategic research
ストレージ エリア ネットワーク,Storage Area Network
スナップ,snap
スプレッドシートを使用する設計,spreadsheet-driven design
スペシャライゼーション,Autodesk Partner Specializations
スペルチェック,spell-checking
スポンサーシップ,Sponsorships
スライドアウト パネル,slideout panel
スワイプ,swipe
セーフ モード,safe mode
セールス & マーケティング検索ツール,Sales & Marketing Tools Finder
セールス ツールキット,sales toolkit
セールス プレイブック,Sales Playbook
セカンダリ グラフィックス カード,secondary graphics card
セキュア シェル,secure shell
セキュア ソケット レイヤ,Secure Sockets Layer
セキュリティ アサーション マークアップ言語,security assertion markup language
セキュリティ コントロール,security control
セキュリティ要件,security non-negotiables
セクター モデル,sector model
セッション固有ライセンス,Session Specific Licensing
セルフサービス,Self-Service
セルフメーラー,self-mailer
センター オブ エクセレンス,center of excellence
せん断弾性係数,shear modulus
ソーシャル メディア,Social Media
ソーシャルメディア方針,Social Media Policy
ソフトウェア,software
ソフトウェア コーディネーター,software coordinator
ソフトウェア プログラム,software program
ソフトウェア ベンダー,software vendor
ソフトウェア モジュール,software module
ソフトウェアのアップグレード,software upgrade
ソフトウェアのサービス終了,software retirement
ソフトウェアの配布,software distribution
ソフトウェア使用権,software usage right
ソフトウェア使用許諾契約,Software License Agreement
ソフトウェア要件,software requirements
ソフトウェア資産管理,software asset management
ソフトウェア開発キット,software development kit
ソフトロック ライセンス マネージャ,Softlock License Manager
ソリッドステート ドライブ,solid-state drive
ソルバ,solver
ターンキー ソリューション,turnkey solution
ダイアログ ボックス,dialog box
タイトル バー,title bar
ダウンロード,electronic download
ダウンロード方法,download method
ダクト,duct
タグライン,tagline
タスク マネージャー,Task Manager
チーフ エデュケーション オフィサー,Chief Education Officer
チーフ テクニカル オフィサー,Chief Technical Officer
チーム オーナー,Team Owner
チーム メンバー,Team Member
チーム管理者,Team Administrator
チャネル インセンティブ プログラム,Channel Incentive program
チャネル パートナー,channel partner
チャネル管理,Channel Management
チャネル開発,channel development
チュートリアル,tutorial
ツイート,tweet
ツールキット,toolkit
ツールクリップ,ToolClip
ツールセット,toolset
ディスカッション グループ,discussion group
ディスカッション フォーラム,discussion forum
ディスク イメージ作成ソフトウェア,imaging software
ディスプレイスメント マップ,displacement mapping
ティッカー シンボル,ticker symbol
データ グラビティ,data gravity
データ センター,data center
データ フィッティング,data fitting
データ・ポータビリティ,data portability
データのサイロ化,data silo
データ保護,data protection
データ取得,data acquisition
データ拡張,data enrichment
デーモン,daemon
テキスト エディタ,text editor
テクスチャのマッピング,texture mapping
テクニカル サービス マネージャー,Technical Services Manager
テクニカル マーケティング マネージャー,Technical Marketing Manager
テクノロジー プレビュー,technology preview
デザイン イノベーション,design innovation
デザイン シャレット,design charrette
デザイン ビジュアライゼーション,design visualization
デジタル HIG,digital HIG
デジタル アーティスト,digital artist
デジタル エクスペリエンス/カスタマー エンパワーメント,Digital Experience and Customer Empowerment
デジタル エンターテインメント クリエーション,digital entertainment creation
デジタル カスタマー ライフサイクル,digital customer lifecycle
デジタル ビジュアル インタフェース,digital visual interface
デジタル マニュファクチャリング グループ,Digital Manufacturing Group
デジタル モデリング,digital modeling
デマンド ジェネレーション,demand generation
デモのハイライト,demo vignette
デモ動画,demo video
テンセグリティ,tensegrity
ドキュメント,documentation
ドラッグ モード,drag mode
ドラフト モード,draft mode
トラブルシューティング,troubleshooting
トレーニング動画,training video
ナビゲーション ツールバー,navigation toolbar
ナレッジ ベース,Knowledge Base
ニュースレター,eNewsletter
ネット プロモーター スコア,Net Promoter Score
ネットワーク ID,network identity
ネットワーク アダプタ,network adapter
ネットワーク アドレス変換,network address translation
ネットワーク インタフェース カード,network interface card
ネットワーク カード,network card
ネットワーク フォールト トレランス,network fault tolerance
ネットワーク ライセンス サーバ,network license server
ネットワーク ライセンス レポート サービス,Network License Reporting Service
ネットワーク帯域幅,network bandwidth
ネットワーク接続ストレージ,Network Attached Storage
ネットワーク配置,network deployment
ネットワーク配置イメージ,network deployment image
バージョン アップグレード ポリシー,Upgrade Version Policy
バージョン別機能比較,Release Comparison Matrix
ハード バンドル,hard bundle
ハードウェア アクセラレーション,hardware acceleration
ハードウェアに依存しないシェーダ,hardware-agnostic shader
ハードスケープ,hardscape
パートナー イベント,partner event
パートナー製品およびサービス,Partner Products and Services
ハイ ダイナミック レンジ イメージ,high dynamic range imaging
バイオスウェール,bioswale
バイオプラスチック,bioplastics
バイス プレジデント,vice president
ハイパーシェード,Hypershade
ハイパースレッド,hyperthreading
パイプライン,pipeline
ハイブリッド グラフィックス,hybrid graphics
ハイブリッド環境,hybrid environment
バウチャー コード,voucher code
パッケージ コード,package code
パッケージ デザイン,packaging design
パッシブ ソーラー,passive solar construction
ハッシュ タグ,hashtag
バッチ ファイル,batch file
パネルの矢印,panel arrow
ハブ,hub
パフォーマンスに関する推奨事項,Performance Recommendations
パフォーマンス調整,Performance Tuner
パラメトリック,parametric
バリュー エンジニアリング,value engineering
バリュー プロンプター,value prompter
ヒーロー イメージ,hero image
ビジネ ヘルス ダッシュボード,health of business dashboard
ビジネス トレンド,Business Trends
ビジネス プランニング ツール,Business Planning Tool
ビジネス プロセス モデリング表記法,business process model and notation
ビジュアライゼーション スペシャリスト,visualization specialist
ビジョンを持って創造する,Create with Vision
ビットマップ ページャ,Bitmap Pager
ビデオ アダプタ,video adapter
ビデオ チュートリアル,video tutorial
ビデオ ドライバ,video driver
ビルディング インダストリ ストラテジ & リレーション,Building Industry Strategy & Relations
ビルディング インフォメーション モデリング,Building Information Modeling
ビルディング インフォメーション モデル,building information model
ファームウェア,firmware
ファイナンス,financing
ファイルの展開,file extraction
ファイルの破損,file corruption
ファイル保管,file vaulting
ファブリケーション,fabrication
ファミリ,family
フィーチャ コード,feature code
フィールド マーケティング,field marketing
ブート セクタ,boot sector
フォアグラウンド処理,foreground processing
フォーラムのスレッド,forum thread
フォーラムの投稿,forum post
フォト リアリスティック レンダリング,near-photorealistic rendering
フォント シェイプ ファイル,font shape file
プライバシー,privacy
プライバシー ステートメント,Privacy Statement
プライマリ ライセンス,primary license
プラグイン,plug-in
フランジ,flange
ブランド化可能な静止バナーおよびフラッシュ バナー,brandable static and flash banner
プランニングの専門家,planning professional
フル システムの商用版,full system commercial
フレーム生成,Frame Generator
フレーム解析,Frame Analysis
プレキャスト コンポーネント,precast component
プレス リリース,press release
プレス ルーム,Newsroom
プレビュー ガイド,Preview Guide
プレリリース体験版,pre-release trial
ブレンド,blend
プロキシ サーバ,proxy server
ブログ,blog
プログラマ,programmer
プロジェクト ナビゲータ,Project Navigator
プロジェクト モデレータ,Project Moderator
プロジェクト投稿者,Project Contributor
プロセス管理,process management
プロセス製造,process manufacturing
プロセッサ,processor
プロダクト キー,product key
プロダクト センター,product center
プロバイダ,provider
プロファイル,My Profile
プロファイル マネージャ,Profile Manager
プロファイルを更新,Update your profile
プロフェッショナル インストラクタ,professional instructor
プロフェッショナル サービス,Professional Services
プロフェッショナル プラン,Professional Plan
プロモーション,Promotions
プロモーション/キャンペーン,Promotions & Special Offers
フロントエンド エンジニアリング設計,front-end engineering design
ペイン,pane
ベスト プラクティス,best practice
ヘッダー,header
ヘルス ダッシュボード サービス,Health Dashboard Service
ヘルス チェック,health check
ベンチマーク レポート,benchmark report
ボイラープレート,boilerplate
ポインティング デバイス,pointing device
ポイント クラウド,point cloud
ポータブル ライセンス ユーティリティ,Portable License Utility
ホーニング盤,honing machine
ホーム ページ,home page
ホームページ,homepage
ホームユース,Home Use
ホームユース ソフトウェア,Home Use software
ホームユース ライセンス,Home Use license
ホームユース特典,Home Use Rights
ホームユース特典の対象製品一覧,Home Use Eligible Product List
ポッドキャスト,podcast
ポップアップ ブロック,pop-up blocker
ホブ盤,hobbing machine
ホワイト ペーパー,white paper
マーケティング,marketing
マーケティング クオリファイド リード,marketing qualified lead
マーケティング ディレクタ,Marketing Director
マーケティング活動,marketing campaign
マイ アカウント,My Account
マイ ファースト プラグイン,My First Plug-In
マイグレーション ユーティリティ,migration utility
マウス カーソル,mouse cursor
マウス ドライバ,mouse driver
マウス ホイール,mouse wheel
マウスの中央ボタン,middle mouse button
マザーボード,motherboard
マス カスタマイゼーション,mass customization
マスキング領域,masking region
マスター イメージ ファイル,master image file
マスター コンピュータ,master computer
マスター サービス契約,master services agreement
マスター ブート レコード,Master Boot Record
マップ エクスプローラ,Map Explorer
マテリアル ライブラリ,Material Library
マルチコア プロセッサ,multi-core processor
マルチシート スタンドアロン ライセンス,multi-seat stand-alone license
マルチシート ライセンス,multi-seat license
マルチスレッディング,multithreading
マルチタッチ ジェスチャー,multi-touch gestures
マルチビュー ブロック,multi-view block
マルチユーザー,multi-user
マルチユーザーのアクセス権,multi-user access
メイカー,maker
メイカーとモバイル ゲーム デザイナー,Makers & indie designers
メッシュの細分化,mesh refinement
メッシュ収束スタディ,mesh convergence study
メッシュ密度,mesh density
メディア & エンターテインメント,Media & Entertainment
メディア インフォメーション モデル,media information model
メディア ブラウザ,Media Browser
メニュー コマンド,menu command
メニュー バー,menu bar
メモリ使用量,memory usage
メモ帳,Notepad
メンバーシップ トレーニング プロバイダ プログラム,Membership Training Provider program
モード法,modal superposition
モジュール設計,modular design
モデル ドキュメント,model documentation
モデル パフォーマンス テクニカル ノート,Model Performance Technical Note
モデル ブラウザ,model browser
モデル識別子,model identifier
モニタ,monitor
モノクロ,monochrome
モノのインターネット,Internet of things
モバイル アプリ,mobile app
モバイル ゲーム開発者,Indie game maker
モバイル サイト,Mobile Site
ヤード・ポンド法,imperial unit
ユーザ コミュニティ,User Communities
ユーザー,user
ユーザー コミュニティ,community of practice
ユーザーのペルソナ,user persona
ユーザ管理に関する FAQ,User Management FAQ
ユニバーサル アシスタント,Universal Assistant
ユニバーサル シーン ディスクリプション,universal scene description
よくある質問(FAQ),frequently asked questions
より優れたデザインをより迅速に,Accelerate Better Design
ライセンス,seat
ライセンス エラー,licensing error
ライセンス キー,license key
ライセンス コンプライアンス,license compliance
ライセンス サーバ モデル,license server model
ライセンス サプライヤ,license supplier
ライセンス ファイル リファレンス,License File Reference
ライセンス マネージャ,license manager
ライセンス レポート リクエスト,License Report Request
ライセンスの所有権の譲渡,Transfer Ownership of Licenses
ライセンスの消費,license consumption
ライセンスの非アクティブ時のタイムアウト,license inactivity timeout
ライセンスをアップグレード,Upgrade your license
ライセンス使用状況,license usage
ライセンス保有者,license holder
ライセンス借用,license borrowing
ライセンス様式,License Behaviors
ライセンス管理,license management
ライセンス管理ツール,license management tool
ライセンス転送ユーティリティ,License Transfer utility
ライトウェイト ディレクトリ アクセス プロトコル,Lightweight Directory Access Protocol
ライブ マップ,Live Map
ライン番号,line number
ラジオ ボタン,radio button
ラスター イメージ,raster image
ラバー バンド,rubber band
ラベル,label
ランダム アクセス メモリ,random access memory
ランディング ページ,landing page
リアル バリュー編集コントロール,real value edit control
リーン コンストラクション,lean construction
リスト ボックス,list box
リセラー表示許可,Reseller View Permission
リソース センター,Resource Center
リソースのロード,resource loading
リノベーション,renovation
リボン,ribbon
リボンのコンテキスト タブ,ribbon contextual tab
リモート デスクトップ サポート,remote desktop assistance
リリース ノート,Release Notes
リリース前製品に関する使用許諾契約,Pre-Release Products Agreement
リリース日,release date
リリース管理,release management
リレーショナル データベース管理システム,relational database management system
ルーチン,routine
ルート ディレクトリ,root directory
ルート ユーザ,root user
レイアウト ビューポート,layout viewport
レジストリ エディタ,Registry Editor
レジストリ キー,registry key
レスポンス,response
レポート,report
レンガ ソルジャ コース,brick soldier course
レンダー ファーム,render farm
レンダラ,renderer
レンダリング,rendering
ローカル座標,local coordinates
ロールアップ バナー,pull-up banner
ログイン情報,login credentials
ログオン,log on
ロゴ,logo
ワークシェアされたファイル,workshared file
ワークステーション,workstation
ワークスペース,workspace
ワークフローと使用事例,Workflows & use cases
上書き,overwrite
不動産,real estate
不正行為防止,anti-corruption
不法な嫌がらせ,unlawful harassment
中央ファイル,central file
中級ユーザー,intermediate user
主なセールス ポイント,key selling point
主な機能,Key Features
主力製品,hero product
予期しない動作,unexpected behavior
予約制電話サポート,schedule a call
事前解析,preliminary analysis
事業目的,business purpose
事業計画,business plan
事業開発,Business Development
互換表,compatibility matrix
今すぐ登録,Register now
他言語製品,language exchange
付加価値ディストリビューター,Value Added Distributor
付箋パネル,sticky panel
代替配布法,Alternative Distribution Methods
仮想エージェント,virtual agent
仮想プライベート クラウド,virtual private cloud
仮想プロトタイプ,virtual prototype
仮想ペン,virtual pen
仮想マシン,virtual machine
仮想化ソフトウェア,virtualization software
仮想現実,virtual reality
企業倫理、業務倫理,business ethics
会社の住所または会社名の変更,Company Address or Name Change
低解像度,low resolution
体験期間,trial period
体験版,test drive
体験版のヒント,Trial tips
作業量,workload
使用事例,Use cases
使用可能,consumable
使用条件,terms and conditions
使用状況,consumption
使用状況の計測,Metering Usage
使用状況レポート,usage report
使用許諾およびサービス契約,License and Services Agreement
使用許諾契約,license agreement
使用量,usage rate
価値提案,value proposition
価格を継続する,secure pricing
保守プラン,maintenance plan
保守プランからサブスクリプションに切り替える,switch from maintenance to subscription
保守プランからサブスクリプションへの切り替え対象製品リスト,Maintenance to Subscription Eligibility List
保守プランメンバー,maintenance plan customer
保守プランをご利用のお客様,customer with a maintenance plan
保守プラン契約,maintenance plan contract
保護者の同意,guardian consent
修復,repair
修正,amendment
修繕プロジェクト,revamp projects
個人データ,personal data
個別アクセス用 URL,personal access URL
倍率,zoom factor
倫理的行為,ethical behavior
停電管理システム,outage management system
元に戻す,undo
充填+保圧,Fill+Pack
充填+保圧+冷却,Fill+Pack+Cool
充填工場,filling plant
免責,waiver
入力する,populate
全リリース共通の製品説明,persistent product description
全業種対象キャンペーン,global field promotion
公開元コーナー,publisher corner
共同ブランディング,co-branding
共同プロジェクト管理,collaborative project management
共通データ エクスペリエンス,common data experience
共通データ環境,common data environment
共通ワークスペース,common workspace
再アクティベーション,reactivation
再ロード,reload
再契約,late renewal
再契約手数料,late processing fee
再生可能エネルギー,renewable energy
再販不可,Not for Resale
冗長ライセンス サーバ,redundant license server
冗長ライセンス サーバ モデル,redundant license server model
写真コレクション,photo collection
凹形,concave
出荷先住所,shipping address
出荷開始,first customer shipment
分割ボタン,split button
分散ライセンス サーバ,distributed license server
分散制御システム,distributed control system
切り替え価格,price to switch
切断面,cut plane
初期化済みコンピュータ,re-imaged computer
判断サポート ツール,decision support tool
利用可能な言語,Available languages
利用規約,terms of use
利益相反,conflict of interest
制限ユーザ,restricted user
前バージョン,Previous Versions
前バージョンの使用,use of Previous Version
前バージョンの対象製品リスト,Previous Version Eligibility List
前バージョン使用特典,Previous Version Rights
動作環境,System requirements
動的アプリケーション セキュリティ テスト,dynamic application security test
医療機関、医療関係者,health care system
半径方向の変位量,radial deflection
協力会社,sub-contractor
単一データ ステップ,single datastep
単位の尺度変更,unit scaling
単体製品,individual product
印刷スタイル,plot style
反ボイコット,anti-boycott
反対意見への対応,Objection Handling Guide
収益管理,revenue accounting
取引手数料,transaction fee
取引関係,business relationship
受注処理完了メール,order fulfillment email
可変使用量,variable usage rate
同時使用ユーザ,concurrent users
名前の付いた印刷スタイル テーブル,named plot style table
名前削除,purge
周囲温度,ambient temperature
品質向上プログラム,Customer Involvement Program
商標説明文,tradegraph
商用版,retail version
商用版ライセンス,commercial license
問い合わせ,inquiry
営利目的,for-profit purposes
営業,sales
営業日,workweek
回答時間,response time
図面修復管理,Drawing Recovery Manager
固有値解析,modal analysis
固有振動数,natural frequency
国際標準化機構,International Organization for Standardization
土地の再利用,land recycling
土木・インフラ計画,infrastructure planning
地理情報システム,geographical information system
地理空間,geospatial
地質工学,geotechnical
垂直リボン,vertical ribbon
基本ツールチップ,basic tooltip
基本機能,Baseline Features
基盤を拡大,Expand the Base
基金申請,fund request
基金管理,fund management
境界表現,boundary representation
変動制約ソルバー,variational constraint solver
変更申請,request for change order
多要素認証,multi-factor authentication
大口アカウント,major account
大口アカウント割引,major account discount
大量販売の達成,Path to Volume
契約に基づく権利,entitlement
契約に基づく権利の証明,entitlement certificate
契約レベル,contract level
契約を更新する,renew
契約更新,renewal
契約更新日,contract renewal date
契約番号,subscription contract number
契約管理,Contract Administration
媒体アクセス制御,Media Access Control
学生コミュニティ,Student Community
学生センター,Student Center
学生向け無償ソフトウェア,free student software
学生版,Student Portfolio
学習教材,Learning Materials
実数,real number
実行ファイル,executable file
実行時,Just-In-Time
室内空気室,indoor air quality
寸法スタイル管理,Dimension Style Manager
対象製品マトリックス,eligibility matrix
対象製品一覧,Eligible Product List
専有,proprietary
尺度係数,scale factor
工場レイアウト,factory layout
工業デザインおよびビジュアライゼーション スペシャライゼーション,Industrial Design and Visualization Specialization
工業機械,industrial machinery
工業用地,brownfield
幅広く利用,greater access
年間注文額,annual order value
座標,ordinate
座標空間,coordinate space
座標軸アイコン,axis tripod icon
延長サポート時間,Extended Support Hours
建材メーカー,building products manufacturer
建築設計,building design
建築関連製品,building product
建設の専門家,construction professional
後付け,Late Attach
応力緩和,stress relaxation
悪意のあるコード,malicious code
情報センター,InfoCenter
情報技術基盤ライブラリ,Information Technology Infrastructure Library
懲戒処分,disciplinary action
懸念事項,anxiety question
成形後,post-molding
成績係数,coefficient of performance
戦略パートナー,strategic partner
所有コスト,total cost of ownership
手順ごとの説明,step-by-step instruction
払い戻し,refund
技術サポート,tech support
技術営業担当者,Technical Sales
投資対効果,return on investment
拡散係数,diffusion coefficient
指名コーラー,named caller
指名ユーザ,named user
指導者,mentor
指導者ガイド,instructor guide
推薦コメント,testimonial
損失水頭,head loss
政府業務に関する方針,Government Affairs Policy
政府機関,government entity
政府職員,government official
政治献金,political contribution
故障モード影響解析,failure mode and effects analysis
教員,educator
教職員,faculty member
教育機関,educational institution
教育機関のお客様,Education customer
教育機関のビジネス モデル,New Education Business Model
教育機関限定版の印刷スタンプ,educational plot stamp
整合性,integrity
文字スタイル,text style
新しいリリース、最新のソフトウェア/機能強化,"new releases, latest software/enhancements"
新しい支払い方法の追加,Add new payment method
新製品開発,New Product Introduction
新規ユーザー,newer user
方向,orientation
方針,policy
施工前,preconstruction
施工管理,construction management
施工管理者,construction manager
施設管理,facilities management
旧バージョンのライセンス,non-current license
明度,brightness
映画 & テレビ,film & TV
映画、ゲーム、テレビ,"film, games and television"
映画品質,cinematic-quality
暖房換気空調,"heating, ventilation and air conditioning"
暗号化,encryption
更新,refresh
更新のご案内,renewal notice
更新レポート,renewal report
更新率,renewal rate
最小要件,baseline recommendation
最新の状態にアップグレードするプロセス,one-time upgrade process
最新バージョン/リリース,latest versions/releases
最高法務責任者,chief legal officer
最高経営責任者,chief executive officer
最高財務責任者,chief financial officer
有効な契約,active contract
有効な期間限定ライセンス,active rental plan
有形資産,tangible asset
有料検索,paid search
期間延長不可,Term Non-Extendable
期間延長可能,Term Extendable
期間限定,pay as you go
期間限定キャンペーン,limited time offer
期間限定ライセンス,term license
未処理の,unhandled
柔軟な管理,flexible control
柔軟性、ニーズに合わせてカスタマイズが可能、拡張性,"flexibility, customizable based on need, scalability"
検索エンジン マーケティング,search engine marketing
検索エンジン最適化,search engine optimization
検索タグ,search tag
業務プロセス,business process
業務記録,business record
業界トレンド,Industry Trends
業界ニュース,Industry News
業種,Industries
業種別アプリケーション,vertical application
業種別ソリューション,vertical solution
業種別製品,vertical product
構造エンジニア,structural engineer
構造エンジニアリング,structural engineering
標識,signage
模倣品,counterfeit
機密保持,confidentiality
機密保持契約,non-disclosure agreement
機械工学,mechanical engineering
機能デモ,Feature Demos
機能デモンストレーション,feature demonstration
機能と特長,Features and Benefits
機能マトリックス,functionality matrix
機能比較表,side-by-side feature comparison
正常性ダッシュボード,Health Dashboard
正規の AutoCAD,genuine AutoCAD
水平リボン,horizontal ribbon
永久ライセンスの変更,Perpetual Licensing Changes
求人案内,Careers
法人,legal entity
法執行,law enforcement
注文検索,order lookup
注文検索ページに戻る,Return to the Order Lookup Page
注文確認メール,order confirmation email message
流出口,outlet
浮動ウィンドウ,floating window
海外使用権,Extra Territory Rights
海外持ち出し特典,Global Travel Rights
海賊版,pirated
消費率,consumption rate
消費財メーカー,consumer product manufacturer
深刻度レベル,severity level
準拠、順守、コンプライアンス,compliance
炭素排出量解析,carbon emission analysis
点滅する,flicker
無償体験版ダウンロード,Get a Free Trial
無形資産,intangible asset
熱伝達率,film coefficient
物理メディア,physical media
特典ガイド,Benefit Guide
特別価格を継続する,secure discounted pricing
特設ブース,pop-up booth
独立トレーニング プロバイダ,independent training provider
独立系ソフトウェア ベンダ,independent software vendor
独立請負業者,independent contractor
現地営業時間,Local Business Hours
現場管理,field management
環境,environment
環境変数,environment variable
環境影響評価書,environmental impact statement
環境管理システム,environmental management system
環状交差点,roundabout
生物模倣,biomimicry
生産性の検証,productivity study
画面キャプチャ,screen capture
画面画像,screen image
発売イベント,launch event
発泡構造体,structural foam
登録商標,registered trademark
直交座標系,Cartesian
相互運用性,interoperability
省エネルギー パフォーマンス契約,energy savings performance contract
知的財産,intellectual property
石油・ガス,oil & gas
石油・ガス業界,oil & gas industry
社長兼最高経営責任者,president and CEO
祝日,holidays
禁輸,embargo
科学、テクノロジ、エンジニアリング、数学,"science, technology, engineering and math"
移行アシスタント,Migration Assistant
移行ツール,migration tool
積層造形,additive manufacturing
空洞プロファイル,hollow profile
空洞状パーツ,cavernous part
立方体,cuboid
管理された非機密情報,controlled unclassified information
管理ツール,Administrative Tools
管理者権限,administrative privileges
米国会計基準コード化体系,Accounting Standards Codification
米国建築家協会,American Institute of Architects
粗い,coarse
統合テスト,integration test
統合プロジェクト デリバリー,integrated project delivery
継続教育クレジット,continuing education credit
総合試験対策ガイド,comprehensive exam guide
線のスムージング,line smoothing
線の太さ,lineweight
線種,linetype
編集ボックス,edit box
縦横比,aspect ratio
罰,penalty
耐震基準適合,seismic conformance
職場,workplace
背面非表示,backface cull
脅威からの保護,Threat Protection
脅威モデリング,threat modeling
脆弱性,vulnerability
自分のインサイト,My Insights
自動サインイン,Keep Me Signed In
自動フルフィルメント,auto-fulfilment
自動契約更新の管理,Manage Auto-Renewal Plan
自動尺度;自動スケール,autoscale
自動更新請求,recurring billing
自動車サプライ チェーン,automotive supply chain
自動車部品設計,automotive component design
自己解決ツール,self help tool
自然対流,natural convection
自習式のトレーニング,self-paced training
致命的なエラー,fatal error
航空宇宙,aerospace
色従属印刷スタイル テーブル,color-dependent plot style table
苦情,complaint
行政機関,governmental agency
行政機関のお客様,government customer
衛生下水道オーバーフロー,sanitary sewer overflow
製品,My Products
製品インフォメーション モデル,Product Information Model
製品サポート,Product Support
製品サポート スペシャリスト,product support specialist
製品データ管理,Product Data Management
製品デモ,demo
製品デモを依頼,Request Product Demo
製品デモンストレーション,Demonstration
製品トレイ,product tray
製品のアクティベーション ウィザード,Product Activation Wizard
製品のアクティベーションに関する FAQ,Product Activation FAQ
製品のアップグレード版,product upgrade
製品の登録,Register Your Product
製品の配送,physical shipment
製品パッケージの出荷,boxed shipment
製品ヘルス ダッシュボード,Product Health Dashboard
製品ライフサイクル管理,product lifecycle management
製品ライン,product line
製品ロゴ,logotype
製品体験版,Product Trial
製品体験版に関するプライバシー通知,Trial Product Privacy Notice
製品化までの時間,time to market
製品情報,Product Information
製品説明,product description
製品開発,product development
製造,manufacturing
製造サプライ チェーン,manufacturing supply chain
製造ソリューション本部,Manufacturing Solutions Division
製造データ管理機能,fabrication data manager
製造性と組み立て性を考慮した設計,design for manufacturing and assembly
複合現実,mixed reality
複数の分野にわたる整合性,multidiscipline coordination
複数年,multi-year
複数年のサブスクリプション契約,multi-year subscription contract
要点,Proof Points
要素プロパティ,element property
角度,angle
角度拘束,angle constraint
解決処理,resolution
言語のダウンロード,Language Downloads
言語パックの配置,language pack deployment
計測尺度,measurement scale
計画線,feature line
記憶媒体,media storage disk
設計データ,engineering data
設計の自動化戦略,design automation strategy
設計図書,construction documentation
設計意図,design intent
設計検証,design validation
設計者の補足指示,Architect's Supplemental Instruction
許可されない使用方法,unauthorized use
試用モード,trial mode
詳細レベル,level of detail
詳細設計者,detailer
認定アカデミック パートナー,authorized academic partner
認定アソシエイツ,Certified Associate
認定ステータス,tier designation
認定チーム,Certification Team
認定ハードウェア,certified hardware
認定試験,certification exam
認定販売パートナーからの連絡を希望,Have a Reseller Contact Me
認定販売パートナー検索,Partner Locator
認証,authentication
調整池,detention area
請求設定,billing settings
譲受人,transferee
譲渡人,transferor
財務報告書,financial report
販売ツール,sales tool
販売パートナー(教育機関版),Education reseller
販売代理店,reseller of record
資格要件,eligibility requirement
購買,procurement
返品ポリシー,return policy
返金ポリシー,refund policy
迷惑メール,spam
透過性,transparency
通信障害,communication failure
連携マーケティング プログラム,Aligned Marketing Program
週末,weekends
違反、侵害,violation
部門間チェック,inter-disciplinary check
都市計画,urban planning
都度更新,manual renewal
配管,piping
重ねて表示,cascade
重要なメッセージ,Key Message
重要業績評価指標,key performance indicator
長期,extended period
開発パートナー,development partner
開発者サポート,Developer Advocacy and Support
開発者サポート プログラム,Developer Support Program
開発者用ガイド,developer's guide
関連リンク,Related Links
防火,fire protection
防衛,defense
随時提供される製品の機能強化,incremental product enhancement
電力系統,utility grid
電子 CAD,electronic computer-aided design
電子ソフトウェア配布,electronic software distribution
電話サポート,phone support
静止バナー,static banner
静的アプリケーション セキュリティ テスト,static application security testing
非契約リセラー,non-contracted reseller
項目の番号付け,item numbering
顔写真,headshot
