source,target
згода опікуна,guardian consent
"Керівництво по екологічному проектуванню в архітектурі, інженерії та будівництві","Guide to Sustainable Design for Architecture, Engineering, and Construction"
твердий згорток,hard bundle
апаратне прискорення,hardware acceleration
"шейдер, який не залежить від апаратного забезпечення",hardware-agnostic shader
хештег,hashtag
Кабель HDMI,HDMI cable
HDRI,HDRI
втрата голови,head loss
заголовок,header
готовий знімок,headshot
Продуманий дизайн,Heads-up Design
система охорони здоров'я,health care system
перевірка працездатності,health check
Панель моніторингу стану здоров'я,Health Dashboard
"опалення, вентиляція та кондиціонування повітря","heating, ventilation and air conditioning"
Гелієвий композит,Helius Composite
Геліус PFA,Helius PFA
образ героя,hero image
продукт героя,hero product
зображення з високим динамічним діапазоном,high dynamic range imaging
високошвидкісна Механічна обробка,high speed machining
Висока візуальна якість,High Visual Quality
мова шейдерів високого рівня,high-level shader language
зона втрати високого тиску,high-pressure loss area
Hitbox,Hitbox
HLSL,HLSL
фрезерний верстат,hobbing machine
канікули,holidays
порожнистий профіль,hollow profile
Home Premium,Home Premium
Домашнє використання,Home Use
"Список продуктів, придатних для домашнього використання",Home Use Eligible Product List
Ліцензія на домашнє використання,Home Use license
Права на домашнє користування,Home Use Rights
Програмне забезпечення для домашнього використання,Home Use software
хонінгувальний верстат,honing machine
горизонтальна стрічка,horizontal ribbon
гаряча клавіша,hotkey
HSM,HSM
HSMWorks,HSMWorks
хаб,hub
гібридне середовище,hybrid environment
Гібридна графіка,hybrid graphics
Гіперзатеніння,Hypershade
гіперпоточність,hyperthreading
IANA,IANA
IAQ,IAQ
IC,IC
період простою,idle period
i-drop,i-drop
мета i-drop,i-drop target
IFC,IFC
Зображення надано,Image courtesy of
образність,imagery
програмне забезпечення для обробки зображень,imaging software
імперська одиниця виміру,imperial unit
поступове вдосконалення продукту,incremental product enhancement
незалежний підрядник,independent contractor
незалежний постачальник програмного забезпечення,independent software vendor
незалежний постачальник послуг з навчання,independent training provider
творець незалежних ігор,indie game maker
непрямий партнер,indirect partner
посередник з непрямою доданою вартістю,indirect value added reseller
індивідуальний продукт,individual product
якість повітря в приміщенні,indoor air quality
промисловий дизайн,industrial design
Спеціалізація в галузі промислового дизайну та візуалізації,Industrial Design and Visualization Specialization
промисловий дизайнер,industrial designer
промислове обладнання,industrial machinery
промисловість,industries
Базові класи галузі,Industry Foundation Classes
новини галузі,industry news
галузеві тенденції,industry trends
Інформаційний центр,InfoCenter
InfoSWMM,InfoSWMM
планування інфраструктури,infrastructure planning
Відділ інфраструктурних рішень,Infrastructure Solutions Division
InfraWorks 360,InfraWorks 360
InfraWorks 360 LT,InfraWorks 360 LT
точка входу/виходу,ingress/egress point
Редактор блоків на місці,In-Place Block Editor
доступ за підпискою на продукт,in-product subscription access
розслідування,inquiry
інсайдерська торгівля,insider trading
Метод установки зараз,Install Now method
довідка щодо встановлення та ліцензування,installation and licensing help
інсталяційний каталог,installation directory
усунення несправностей при установці,installation troubleshooting
майстер установки,installation wizard
керівництво інструктора,instructor guide
нематеріальний актив,intangible asset
комплексна реалізація проекту,integrated project delivery
цілісність,integrity
Інтелектуальна власність,intellectual property
інтерактивний огляд,interactive overview
інтерактивний PDF-файл,interactive PDF
міждисциплінарна перевірка,inter-disciplinary check
Міжнародна організація зі стандартизації,International Organization for Standardization
Інтернет,Internet
Управління з присвоєння номерів в Інтернеті,Internet Assigned Numbers Authority
Сервер Інтернет-часу,Internet time server
сумісність,interoperability
Злиття,Fusion
Винахідник,Inventor
Камера винахідника,Inventor CAM
Навчальна програма для винахідників,Inventor Education Curriculum
Винахідник LT,Inventor LT
Винахідник LT Suite,Inventor LT Suite
Винахідник-професіонал,Inventor Professional
відносини з інвесторами,investor relations
IPD,IPD
iPDF,iPDF
ізометричний креслення,isometric drawing
ізометричний символ,isometric symbol
ISV,ISV
нумерація елементів,item numbering
IVAR,IVAR
JIT,JIT
файл журналу,journal file
Якраз вчасно,Just-In-Time
Тримайте Мене В Системі,Keep Me Signed In
основні переваги,key benefits
ключові функції,key features
ключове повідомлення,key message
ключовий момент продажу,key selling point
додатковий текст,kicker text
база знань,knowledge base
Мережа знань,Knowledge Network
KPI,KPI
етикетка,label
переробка землі,land recycling
Цільова Сторінка,landing page
мовні завантаження,language downloads
мовний обмін,language exchange
розгортання мовного пакету,language pack deployment
плата за пізню обробку,late processing fee
пізніше продовження,late renewal
останні версії / релізи,latest versions/releases
подія запуску,launch event
правоохоронні органи,law enforcement
вікно перегляду макета,layout viewport
LCA,LCA
бережливе будівництво,lean construction
LEED,LEED
юридичний особа,legal entity
юридичне повідомлення,legal notice
юридичні повідомлення та товарні знаки,legal notices & trademarks
рівень деталізації,level of detail
відповідальність,liability
Ліцензійна угода,license agreement
Ліцензійна угода та Угода про надання послуг,license and services agreement
Ліцензійна поведінка,license behaviors
запозичення ліцензії,license borrowing
відповідність вимогам ліцензії,license compliance
Аналізатор файлів ліцензій,License File Parser
посилання на файл ліцензії,license file reference
Пошук ліцензій,License Finder
власник ліцензії,license holder
час очікування бездіяльності ліцензії,license inactivity timeout
ліцензійний ключ,license key
управління ліцензіями,license management
інструмент управління ліцензіями,license management tool
менеджер ліцензій,license manager
Аналізатор ліцензій,License Parser
Запит звіту про ліцензію,License Report Request
модель сервера ліцензій,license server model
постачальник ліцензії,license supplier
час очікування ліцензії,license timeout
закінчення терміну дії ліцензії,license time-out
Утиліта для передачі ліцензії,License Transfer utility
помилка ліцензування,licensing error
тривалість життя,lifetime
пропозиція обмежена за часом,limited time offer
номер рядка,line number
згладжування ліній,line smoothing
лінійність,linearity
тип лінії,linetype
лінійна вага,lineweight
Сервер ліцензій Linux,Linux license server
Жива карта,Live Map
години роботи за місцевим часом,local business hours
локальні координати,local coordinates
облікові дані для входу в систему,login credentials
низький дозвіл,low resolution
LSA,LSA
LTU,LTU
M&E,M&E
Колекція M&E,M&E Collection
Магазин додатків для Mac,Mac App Store
Чарівний трекпад,Magic Trackpad
знижка поштою,mail-in rebate
план технічного обслуговування,maintenance plan
контракт на план технічного обслуговування,maintenance plan contract
клієнт плану технічного обслуговування,maintenance plan customer
"Список учасників, які мають право на отримання підписки на обслуговування",Maintenance to Subscription Eligibility List
основний рахунок,major account
знижка на основний рахунок,major account discount
виробник,maker
творці та незалежні дизайнери,makers & indie designers
шкідливий код,malicious code
оновлення вручну,manual renewal
роздрібна ціна виробника,manufacturer retail price
рекомендована виробником роздрібна ціна,manufacturer suggested retail price
Відділ виробничих рішень,Manufacturing Solutions Division
виробничий ланцюжок поставок,manufacturing supply chain
Дослідник карт,Map Explorer
фонд розвитку ринку,market development fund
маркетинг,marketing
маркетингова кампанія,marketing campaign
Фонд розвитку маркетингу,Marketing Development Fund
Директор з маркетингу,Marketing Director
кваліфікований провідний спеціаліст з маркетингу,marketing qualified lead
маскуюча область,masking region
масова кастомізація,mass customization
Головна завантажувальний запис,Master Boot Record
головний комп'ютер,master computer
файл основного зображення,master image file
Генеральна угода про надання послуг,master services agreement
MatchMover,MatchMover
Бібліотека матеріалів,Material Library
Майя,Maya
Майя LT,Maya LT
MBR,MBR
Інструмент управління політикою McAfee,McAfee ePolicy Orchestrator
MDF,MDF
шкала вимірювань,measurement scale
Вимірювальний інструмент,measuring tool
машинобудування,mechanical engineering
Засоби масової інформації та розваги,Media & Entertainment
Колекція засобів масової інформації та розваг,Media & Entertainment Collection
Навчальні відеоролики для ЗМІ та розваг,Media & Entertainment Training Videos
Контроль доступу до засобів масової інформації,Media Access Control
Медіа-браузер,Media Browser
зв'язки зі ЗМІ,media relations
диск для зберігання Мультимедіа,media storage disk
Програма надання послуг з навчання членів клубу,Membership Training Provider program
використання пам'яті,memory usage
наставник,mentor
дослідження збіжності сітки,mesh convergence study
щільність сітки,mesh density
уточнення сітки,mesh refinement
Мішалка для змішування сіток,Meshmixer
використання дозатора,metering usage
MFG,MFG
База знань Майкрософт,Microsoft Knowledge Base
середня кнопка миші,middle mouse button
Помічник з міграції,Migration Assistant
інструмент для міграції,migration tool
утиліта для міграції,migration utility
MIR,MIR
Прайс-листи MJA,MJA price lists
мобільний сайт,mobile site
модальний аналіз,modal analysis
модальна суперпозиція,modal superposition
модельний браузер,model browser
типова документація,model documentation
Ідентифікатор моделі,model identifier
Технічна примітка до характеристик моделі,Model Performance Technical Note
Огляд моделі,Model Review
модульна конструкція,modular design
монітор,monitor
монохромний,monochrome
материнська плата,motherboard
Гірський лев,Mountain Lion
курсор миші,mouse cursor
драйвер миші,mouse driver
коліщатко миші,mouse wheel
Перейти до пропозиції про підписку,Move to Subscription offer
MQL,MQL
MSA,MSA
MSRP,MSRP
MUD,MUD
Грязьовий бокс,Mudbox
MUI,MUI
багатоядерний процесор,multi-core processor
міждисциплінарна координація,multidiscipline coordination
Мультифлексний,Multi-Flex
ліцензія на кілька посадочних місць,multi-seat license
багатомісна Автономна Ліцензія,multi-seat stand-alone license
багатопоточність,multithreading
жести з декількома дотиками,multi-touch gestures
багатокористувацький режим,multi-user
багатокористувацький доступ,multi-user access
багатокористувацька ліцензія,multi-user license
багатопозиційний блок,multi-view block
багаторічний,multi-year
багаторічний контракт на підписку,multi-year subscription contract
Мій перший плагін,My First Plug-In
Мої прозріння,My Insights
Мої продукти,My Products
Мій профіль,My Profile
іменований обліковий запис,named account
названий абонент,named caller
іменована таблиця стилів побудови,named plot style table
іменований користувач,named user
NAS,NAS
Настран,Nastran
Nastran в CAD,Nastran In-CAD
природна конвекція,natural convection
власна частота,natural frequency
панель інструментів навігації,navigation toolbar
Навігаційні роботи,Navisworks
Експортери навігаційних виробів,Navisworks Exporters
Свобода навігаційних робіт,Navisworks Freedom
Управління навігаційними роботами,Navisworks Manage
Навігаційні роботи імітують,Navisworks Simulate
Програмування з ЧПУ,NC programming
NDA,NDA
майже фотореалістичний рендеринг,near-photorealistic rendering
Чистий бал промоутера,Net Promoter Score
Нетфабб,Netfabb
"Сховище, підключене до мережі",Network Attached Storage
пропускна здатність мережі,network bandwidth
мережева карта,network card
розгортання мережі,network deployment
зображення мережевого розгортання,network deployment image
відмовостійкість мережі,network fault tolerance
ідентифікація мережі,network identity
плата мережевого інтерфейсу,network interface card
мережева ліцензія,network license
Менеджер мережевих ліцензій,Network License Manager
сервер мережевих ліцензій,network license server
мережеве ліцензування,network licensing
Нова освітня бізнес-модель,New Education Business Model
Впровадження нового продукту,New Product Introduction
NFR,NFR
NIC,NIC
NLM,NLM
постійний клієнт,non-current customer
діюча ліцензія,non-current license
постійний користувач,non-current user
угода про нерозголошення інформації,non-disclosure agreement
Не для перепродажу,Not for Resale
Блокнот,Notepad
повідомлення,notice
NPI,NPI
NPS,NPS
OBJ,OBJ
засіб управління об'єктами,object enabler
підказка щодо перенесення об'єкта,object rollover tooltip
прив'язка об'єкта,object snap
Керівництво по роботі з запереченнями,Objection Handling Guide
Нафтогазова промисловість,oil & gas industry
адаптаційний,onboarding
Одна команда 360,One Team 360
Конференція однієї команди,One Team Conference
одноразовий процес оновлення,one-time upgrade process
Індивідуальна підтримка,one-to-one support
онлайн-передача ліцензії,online license transfer
підрядник на місці,onsite contractor
OpenEXR,OpenEXR
управління можливостями,opportunity management
повідомлення з підтвердженням замовлення електронною поштою,order confirmation email message
електронна пошта для виконання замовлення,order fulfillment email
Пошук замовлення,order lookup
органічна форма,organic form
орієнтація,orientation
орфографічний малюнок,orthographic drawing
OTC,OTC
система управління перебоями в роботі,outage management system
вихід,outlet
вийшов з процесу,out-of-process
оглядова Брошура,overview brochure
оглядове відео,overview video
код упаковки,package code
дизайн упаковки,packaging design
платний пошук,paid search
панель,pane
стрілка на панелі,panel arrow
параметричний,parametric
Керівництво по програмі партнерських переваг,Partner Advantage Program Guide
Партнерський центр,Partner Center
Довідкова служба партнерського центру,Partner Center Helpdesk
Партнерська подія,partner event
Пошук Партнерів,Partner Locator
партнерські продукти та послуги,partner products and services
пасивне сонячне будівництво,passive solar construction
Шлях до того,Path to Volume
окупність,payback
PDM,PDM
штраф,penalty
рекомендації щодо підвищення ефективності,performance recommendations
Тюнер продуктивності,Performance Tuner
безстрокова ліцензія,perpetual license
безстрокове ліцензування,perpetual licensing
безстрокові зміни в ліцензуванні,perpetual licensing changes
постійний опис продукту,persistent product description
URL-адреса персонального доступу,personal access URL
особисті дані,personal data
підтримка по телефону,phone support
колекція фотографій,photo collection
фізичні носії,physical media
фізичне відвантаження,physical shipment
трубопровід,pipeline
трубопровідний,piping
Запобігання піратству,Piracy Prevention
планувальник,planning professional
Відділ платформних технологій,Platform Technology Division
PLM,PLM
PLM TV,PLM TV
стиль сюжету,plot style
плаг ин,plug-in
подкаст,podcast
хмара точок,point cloud
вказівний пристрій,pointing device
політика та форми,policies & forms
політика,policy
політичний внесок,political contribution
блокувальник спливаючих вікон,pop-up blocker
спливаючий стенд,pop-up booth
Портативна Ліцензійна утиліта,Portable License Utility
подальше формування,post-molding
Перевірка сили,PowerInspect
Електричний млин,PowerMill
Форма сили,PowerShape
Навчальна програма до початку навчання архітектурі,Pre-Architecture Curriculum
збірний елемент,precast component
попередня конструкція,preconstruction
"Кращий тарифний план""Плюс""",Preferred Plus Plan
попередній аналіз,preliminary analysis
Угода про попередній випуск продуктів,Pre-Release Products Agreement
попередня пробна версія,pre-release trial
передумова,prerequisite
попередня умова,pre-requisite
президент і генеральний директор,president and CEO
прес-реліз,press release
Список учасників попередньої версії,Previous Version Eligibility List
"Список продуктів, придатних для попередньої версії",Previous Version Eligible Product List
Права на попередню версію,Previous Version Rights
Попередні версії,Previous Versions
первинна Ліцензія,primary license
Заява про конфіденційність,Privacy Statement
управління процесами,process management
виробничий процес,process manufacturing
закупівля,procurement
Поширені запитання щодо активації продукту,Product Activation FAQ
Майстер активації продукту,Product Activation Wizard
брошура про продукт,product brochure
центр продуктів,product center
Управління даними про продукт,Product Data Management
опис продукту,product description
Колекція продуктів для дизайну та виробництва,Product Design & Manufacturing Collection
Колекція дизайнерських виробів,Product Design Collection
детальна інформація про продукт,product details
розробка продукту,product development
удосконалення продукту,product enhancement
розширення асортименту продукції,product extension
сімейство продуктів,product family
інформація про продукт,product information
ключ до продукту,product key
управління життєвим циклом продукту,product lifecycle management
лінійка продуктів,product line
огляд продукту,product overview
ресурси продукту,product resources
набір продуктів,product suite
короткий опис продукту,product summary
Спеціаліст з технічної підтримки продукту,product support specialist
лоток для продуктів,product tray
пробна версія продукту,product trial
оновлення продукту,product upgrade
дослідження продуктивності,productivity study
професійний інструктор,professional instructor
Професійний план,Professional Plan
професійні послуги,professional services
Менеджер профілів,Profile Manager
Учасник проекту,Project Contributor
Модератор проекту,Project Moderator
Навігатор проекту,Project Navigator
акціi,promotions
рекламні акції та кампанії,promotions & campaigns
акції та спеціальні пропозиції,promotions & special offers
точки підтвердження,proof points
постачальник,provider
проксі-сервер,proxy server
PSP,PSP
PTV,PTV
Видавець 360,Publisher 360
куточок видавця,publisher corner
висувний банер,pull-up banner
варіанти покупки,purchase options
Q&A,Q&A
QAT,QAT
кількісна оцінка,quantification
питання та відповіді,questions and answers
Панель швидкого доступу,Quick Access Toolbar
Інструмент для швидкого видалення,Quick Uninstall Tool
Швидкий перегляд,Quick View
радіальне відхилення,radial deflection
перемикач,radio button
RAM,RAM
оперативна пам'ять,random access memory
растрове зображення,raster image
RasterDWG,RasterDWG
RCO,RCO
реактивація,reactivation
нерухомість,real estate
знижка,rebate
Короткий опис,ReCap
Короткий опис 360,ReCap 360
Короткий опис 360 Ultimate,ReCap 360 Ultimate
регулярне виставлення рахунків,recurring billing
резервний сервер ліцензій,redundant license server
модель резервного сервера ліцензій,redundant license server model
політика повернення грошових коштів,refund policy
повторне додаток,regapp
зареєстрований товарний знак,registered trademark
Редактор реєстру,Registry Editor
розділ реєстру,registry key
відтворений комп'ютер,re-imaged computer
супутня інформація,related information
посилання на тему,related links
супутні товари,related products
матриця порівняння випусків,release comparison matrix
дата виходу,release date
управління випуском,release management
примітки до випуску,release notes
перезавантажувати,reload
підтримка віддаленого робочого столу,remote desktop assistance
ферма рендеринга,render farm
засіб візуалізації,renderer
візуалізація,rendering
Рендеринг у форматі A360,Rendering in A360
відновлювані джерела енергії,renewable energy
повідомлення про продовження терміну дії,renewal notice
швидкість оновлення,renewal rate
звіт про продовження терміну дії,renewal report
оренда,rental
план оренди,rental plan
запит на зміну замовлення,request for change order
посередник,reseller
продавець записів,reseller of record
дозвіл на перегляд реселлером,reseller view permission
дозвіл,resolution
Ресурсний центр,Resource Center
завантаження ресурсів,resource loading
відгук,response
час відгуку,response time
користувач з обмеженим доступом,restricted user
роздрібна версія,retail version
окупність інвестицій,return on investment
УМОВИ ПОВЕРНЕННЯ,return policy
облік виручки,revenue accounting
Ревіт,Revit
Хмарний сервіс Revit для спільного використання даних,Revit Cloud Worksharing
Пакет для спільної роботи Revit,Revit Collaboration Suite
Ревіт LT,Revit LT
RFID,RFID
RGB,RGB
стрічка,ribbon
контекстна вкладка стрічки,ribbon contextual tab
Рілсан Винаходить Природні,Rilsan Invent Natural
Проектування дорожнього полотна для InfraWorks 360,Roadway Design for InfraWorks 360
Навчальний план з робототехніки,Robotics Curriculum
ROI,ROI
кореневий каталог,root directory
кореневий rористувач,root user
рутина,routine
безпечний режим,safe mode
Пошук інструментів для продажу та маркетингу,Sales & Marketing Tools Finder
Фонд розвитку продажів,Sales Development Fund
"Програми та технології, що сприяють продажам",Sales Enablement Programs & Technology
Керівництво з продажу,Sales Playbook
інструмент продажів,sales tool
набір інструментів для продажу,sales toolkit
SAM,SAM
приклади додатків,sample applications
SAN,SAN
SBT,SBT
SC,SC
масштабоване ліцензування,scalable licensing
масштабний коефіцієнт,scale factor
редактор сцен,scene editor
Навчальна програма з природничих наук та математики,Science and Math Curriculum
"наука, технології, інженерія та математика","science, technology, engineering and math"
захоплення екрану,screen capture
зображення на екрані,screen image
відеозапис,screencast
скріншот,screenshot
колесо прокрутки,scroll wheel
SDF,SDF
SDK,SDK
Пошуковий маркетинг,search engine marketing
оптимізація двигуна пошуку,search engine optimization
пошуковий тег,search tag
місце,seat
додаткова відеокарта,secondary graphics card
галузева модель,sector model
надійна ціна зі знижкою,secure discounted pricing
надійне ціноутворення,secure pricing
Рівень захищених сокетів,Secure Sockets Layer
контроль безпеки,security control
сейсмічна відповідність,seismic conformance
інструмент самодопомоги,self help tool
автовідповідач,self-mailer
самостійне навчання,self-paced training
Самообслуговування,Self-Service
SEM,SEM
старший спеціаліст служби підтримки Autodesk,senior Autodesk support agent
SEO,SEO
SEPT,SEPT
серійний номер,serial number
угода про рівень обслуговування,service level agreement
огляд лінії обслуговування,service line overview
короткий опис пропозиції послуг,service offering brief
Пакет оновлення,Service Pack
номер запиту на обслуговування,service request number
Ліцензування для конкретного сеансу,Session Specific Licensing
рівень серйозності,severity level
Шейдерна модель,Shader Model
файл форми,shape file
Генератор форм,Shape Generator
модуль зсуву,shear modulus
список листів,sheet list
адреса доставки,shipping address
кошик для покупок,shopping basket
ярлик,shortcut
Дробовик,Shotgun
бічна панель,sidebar
паралельна конфігурація,side-by-side configuration
паралельне порівняння функцій,side-by-side feature comparison
позначення,signage
Контактна форма для отримання допомоги при вході,Sign-in Help Contact Form
безшумна установка,silent installation
безшумний режим,silent mode
Менеджер завдань з моделювання,Simulation Job Manager
один крок обробки даних,single datastep
Єдиний менеджер ліцензій,Single License Manager
єдиний вхід в систему,single sign-on
ліцензія на одномісне розміщення,single-seat license
однокористувальницький,single-user
однопользовательский доступ,single-user access
однопользовательская лицензия,single-user license
карта сайта,site map
SKU,SKU
SLA,SLA
висувна панель,slideout panel
SLM,SLM
SMS,SMS
соціальні медіа,social media
Політика щодо соціальних мереж,social media policy
програмне забезпечення як послуга,software as a service
координатор програмного забезпечення,software coordinator
набір для розробки програмного забезпечення,software development kit
розповсюдження програмного забезпечення,software distribution
Ліцензійна угода на програмне забезпечення,software license agreement
програмний модуль,software module
пакет програмного забезпечення,software package
ліцензійний план оренди програмного забезпечення,software rental license plan
вимоги до програмного забезпечення,software requirements
виведення програмного забезпечення з експлуатації,software retirement
оновлення програмного забезпечення,software upgrade
право на використання програмного забезпечення,software usage right
постачальник програмного забезпечення,software vendor
твердотільний накопичувач,solid-state drive
SolidWorks,SolidWorks
вирішувач,solver
спам,spam
перевірка орфографії,spell-checking
розділена кнопка,split button
дизайн на основі електронних таблиць,spreadsheet-driven design
Середовище SQL Server Management Studio,SQL Server Management Studio
SQLite,SQLite
SRN,SRN
SRP,SRP
SSD,SSD
SSL,SSL
автономний користувач,stand-alone user
підтримка при запуску,start-up support
заява,statement
статичний банер,static banner
статусний лоток,status tray
STEM,STEM
покрокова інструкція,step-by-step instruction
липка панель,sticky panel
мережа зберігання даних,storage area network
стратегічний рахунок,strategic account
стратегічний партнер,strategic partner
зняття стресу,stress relaxation
проектування конструкцій,structural engineering
структурна піна,structural foam
Студентський центр,Student Center
Студентська спільнота,Student Community
Студентське інженерне та дизайнерське співтовариство,Student Engineering & Design Community
Портфоліо студента,Student Portfolio
бібліотека стилів,style library
субпідрядник,sub-contractor
передплатник,subscriber
підписка,subscription
переваги підписки,subscription benefits
пропозиція підписки,subscription offering
дата продовження підписки,subscription renewal date
програмне забезпечення для підписки,subscription software
Підписка на список учасників підписки,Subscription to Subscription Eligibility List
ланцюжок поставок,supply chain
підтримка та навчання,support & learning
Менеджер по роботі з клієнтами служби підтримки,Support Account Manager
агент служби підтримки,support agent
угода про підтримку,support agreement
програма підтримки,support program
підтримка користувача,support user
стійкість,sustainability
Семінар зі сталого розвитку,Sustainability Workshop
Навчальна програма зі сталого проектування,Sustainable Design Curriculum
змініть свою підписку,switch your subscription
перемикання підписок,switching subscriptions
системні вимоги,system requirements
системний трей,system tray
системний інтегратор,systems integrator
підзаголовок,tagline
матеріальний актив,tangible asset
Диспетчер завдань,Task Manager
Адміністратор команди,Team Administrator
Член команди,Team Member
Власник команди,Team Owner
Менеджер з технічного маркетингу,Technical Marketing Manager
Технічні продажі,Technical Sales
Менеджер з технічного обслуговування,Technical Services Manager
попередній перегляд технології,technology preview
тенсегріті,tensegrity
термін дії може бути продовжений,term extendable
тривалість терміну дії,term length
термінова Ліцензія,term license
термін дії не підлягає продовженню,term non-extendable
Припинити дію програми і залишитися резидентом,Terminate and Stay Resident Program
умови та положення,terms and conditions
умови обслуговування,terms of service
Умови використання,terms of use
тест-драйв,test drive
свідчення,testimonial
текстовий редактор,text editor
стиль тексту,text style
відображення текстур,texture mapping
Професійний посібник з інформаційного моделювання будівель (BIM),The professional guide to Building Information Modelling (BIM)
Великий клієнт,Thick Client
Тонкий клієнт,Thin Client
стороннiй додаток,third-party application
захист від загроз,threat protection
трикнопкова миша,three-button mouse
символ біжучого рядка,ticker symbol
рівень,tier
позначення рівня,tier designation
час виходу на ринок,time to market
Тінкербокс,TinkerBox
поради та рекомендації,tips and tricks
Список справ,To-Do List
Гнучкий токен,Token Flex
Токен-гнучкий токен,Token-Flex token
панель інструментів,toolbar
Затискач для інструментів,ToolClip
топ-10 причин,top 10 reasons
топ - 10 причин для оновлення,top 10 reasons to upgrade
топ-десять причин,top ten reasons
загальна вартість володіння,total cost of ownership
торговий графік,tradegraph
навчальне відео,training video
комісія за транзакцію,transaction fee
одержувач,transferee
передавальне обличчя,transferor
прозорість,transparency
пробний режим,trial mode
пробний термін,trial period
Повідомлення про конфіденційність пробного продукту,Trial Product Privacy Notice
пробні поради,trial tips
діагностика,troubleshooting
справжній колір,true color
Центр довіри,Trust Center
Довірена робоча група,TrustedDWG
TSR,TSR
готове рішення,turnkey solution
твіт,tweet
несанкціоноване використання,unauthorized use
UNC,UNC
відмінити,undo
несподівана поведінка,unexpected behavior
розгрупувати,ungroup
необроблений,unhandled
Єдина угода про іменування,Uniform Naming Convention
засіб видалення,uninstall tool
масштабування в одиницях виміру,unit scaling
Універсальна угода про іменування,Universal Naming Convention
незаконне переслідування,unlawful harassment
Готова підтримка,Up & Ready Support
Вгору по ланцюжку,Upchain
шлях оновлення,upgrade path
політика оновлення,upgrade policy
ціни на оновлення,upgrade pricing
Політика оновлення версії,Upgrade Version Policy
міське планування,urban planning
коефіцієнт використання,usage rate
звіт про використання,usage report
варіанти використання,use cases
використання попередньої версії,use of Previous Version
Поширені запитання щодо управління користувачами,User Management FAQ
особистість користувача,user persona
інженерна мережа,utility grid
VAD,VAD
цінні інсайти,valuable insights
Дистриб'ютор з доданою вартістю,Value Added Distributor
створення цінності,value engineering
індикатор значення,value prompter
ціннісна пропозиція,value proposition
VAR,VAR
змінна швидкість використання,variable usage rate
варіант,variant
Сховище,Vault
Основне сховище,Vault Basic
Менеджер сховища,Vault Manager
Спеціаліст зі сховищ,Vault Professional
Робоча група сховища,Vault Workgroup
Служба перенесення на VBA,VBA porting service
Векторний рендеринг,Vector Render
вертикальне нанесення,vertical application
вертикальний продукт,vertical product
вертикальна стрічка,vertical ribbon
вертикальне рішення,vertical solution
віце-президент,vice president
відеоадаптер,video adapter
відеокарта,video card
відеодрайвер,video driver
відеоурок,video tutorial
Видовий куб,ViewCube
порушення,violation
віртуальний агент,virtual agent
віртуальна машина,virtual machine
віртуальна ручка,virtual pen
віртуальний прототип,virtual prototype
програмне забезпечення для віртуалізації,virtualization software
захист від вірусів,virus protection
антивірусний сканер,virus scanner
Спеціаліст з візуалізації,visualization specialist
код ваучера,voucher code
VRED,VRED
Дизайн VRED,VRED Design
Ведучий VRED,VRED Presenter
Шкідливий професіонал,VRED Professional
Сервер VRED,VRED Server
уразливість,vulnerability
водяний знак,watermark
веб-банер,web banner
веб-браузер,web browser
приклад веб-підтримки,web support case
інструмент веб-синдикації,web syndication tool
Веб-трансляція,webcast
вебінар,webinar
Вітальний набір,Welcome Kit
білий папір,white paper
Довідка по Вікі-сайту,Wiki Help
Магазин Windows Store,Windows Store
Диспетчер завдань Windows,Windows Task Manager
робочі процеси та приклади використання,workflows & use cases
завантаженість,workload
робочий спільний файл,workshared file
робоча станція,workstation
робочий тиждень,workweek
коефіцієнт масштабування,zoom factor
рівень масштабування,zoom level
